STCKS_ID;MTRL;MTRL_DSCR;MTRL_TYPE;MTRL_BTCH;MTRL_STCK_UNRS;MTRL_STCK_RSTR;MTRL_STCK_TRNS;MTRL_STCK_QINS;MTRL_STCK_BLCK;MTRL_STCK_RTRN;MTRL_STCK_TOT;MTRL_STCK_UNT;MTRL_VAL_UNRS;MTRL_VAL_RSTR;MTRL_VAL_TRNS;MTRL_VAL_QINS;MTRL_VAL_BLCK;MTRL_VAL_RTRN;MTRL_VAL_TOT;MTRL_VAL_UNT;STRG_LOC
1511480;1637843;Material 1637843;FERT;6014-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511481;1637843;Material 1637843;FERT;6014-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511482;1637843;Material 1637843;FERT;6014-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511483;1637860;Material 1637860;FERT;6009-0403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511484;1637860;Material 1637860;FERT;6012-0203;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511485;1637860;Material 1637860;FERT;6024-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511486;1637860;Material 1637860;FERT;6024-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511487;1637860;Material 1637860;FERT;6024-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511488;1637860;Material 1637860;FERT;6024-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511489;1637878;Material 1637878;FERT;6010-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511490;1637878;Material 1637878;FERT;6010-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511491;1637878;Material 1637878;FERT;6010-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511492;1637878;Material 1637878;FERT;6010-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511493;1637894;Material 1637894;FERT;6009-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511494;1637894;Material 1637894;FERT;6009-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511495;1637894;Material 1637894;FERT;6009-0504P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511496;1637916;Material 1637916;FERT;6013-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511497;1637916;Material 1637916;FERT;6013-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511498;1637924;Material 1637924;FERT;6007-0604;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511499;1637924;Material 1637924;FERT;6020-0404;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511500;1637924;Material 1637924;FERT;6024-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511501;1637932;Material 1637932;FERT;6002-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511502;1637932;Material 1637932;FERT;6006-0804;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511503;1637932;Material 1637932;FERT;6008-0704;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511504;1637932;Material 1637932;FERT;6010-1204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511505;1637932;Material 1637932;FERT;6010-1204B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511506;1637932;Material 1637932;FERT;6015-1004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511507;1637932;Material 1637932;FERT;6026-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511508;1637932;Material 1637932;FERT;6039-0405;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511509;1637932;Material 1637932;FERT;6039-0405B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511510;1637932;Material 1637932;FERT;6010-1204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511511;1637932;Material 1637932;FERT;6010-1204B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511512;1637932;Material 1637932;FERT;6039-0405B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511513;1637941;Material 1637941;FERT;6014-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511514;1637941;Material 1637941;FERT;6015-1204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511515;1637941;Material 1637941;FERT;6027-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511516;1637941;Material 1637941;FERT;6105-1204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511517;1637959;Material 1637959;FERT;6011-1204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511518;1637959;Material 1637959;FERT;6016-1004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511519;1637959;Material 1637959;FERT;6016-1004B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511520;1637959;Material 1637959;FERT;6024-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511521;1637959;Material 1637959;FERT;6024-0904B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511522;1637959;Material 1637959;FERT;6016-1004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511523;1637959;Material 1637959;FERT;6016-1004B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511524;1637959;Material 1637959;FERT;6024-0904B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511525;1638165;Material 1638165;FERT;6003-0204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511526;1638165;Material 1638165;FERT;6003-0204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511527;1638165;Material 1638165;FERT;6003-0204P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511528;1638165;Material 1638165;FERT;6003-0204R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511529;1638173;Material 1638173;FERT;6010-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511530;1638173;Material 1638173;FERT;6010-0904B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511531;1638173;Material 1638173;FERT;6010-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511532;1638173;Material 1638173;FERT;6010-0904B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511533;1638173;Material 1638173;FERT;6010-0904P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511534;1638181;Material 1638181;FERT;6005-0604;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511535;1638181;Material 1638181;FERT;6015-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511536;1638181;Material 1638181;FERT;6015-1104B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511537;1638181;Material 1638181;FERT;6015-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511538;1638181;Material 1638181;FERT;6015-1104B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511539;1638181;Material 1638181;FERT;6015-1104P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511540;1638181;Material 1638181;FERT;6015-1104R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511541;1638190;Material 1638190;FERT;6003-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511542;1638190;Material 1638190;FERT;6007-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511543;1638190;Material 1638190;FERT;6007-1104B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511544;1638190;Material 1638190;FERT;6007-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511545;1638190;Material 1638190;FERT;6007-1104B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511546;1638190;Material 1638190;FERT;6007-1104P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511547;1638190;Material 1638190;FERT;6007-1104R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511548;1638203;Material 1638203;FERT;6025-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511549;1638203;Material 1638203;FERT;6025-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511550;1638203;Material 1638203;FERT;6025-0504P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511551;1638203;Material 1638203;FERT;6029-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511552;1638203;Material 1638203;FERT;6029-1104P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511553;1900102;Material 1900102;FERT;6028-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511554;1900510;Material 1900510;FERT;6022-0204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511555;1900510;Material 1900510;FERT;6022-0204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511556;1900617;Material 1900617;FERT;6014-1004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511557;1901125;Material 1901125;FERT;6026-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511558;1901125;Material 1901125;FERT;6026-0504P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511559;1901125;Material 1901125;FERT;6052-0506;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511560;1901133;Material 1901133;FERT;6026-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511561;1901150;Material 1901150;FERT;6014-1004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511562;1901150;Material 1901150;FERT;6019-0703;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511563;1901150;Material 1901150;FERT;6019-0703P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511564;1901265;Material 1901265;FERT;6016-0103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511565;1901362;Material 1901362;FERT;6001-0704;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511566;1901362;Material 1901362;FERT;6002-0704;0.00;4750.00;0.00;0.00;0.00;0.00;4750.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511567;1901371;Material 1901371;FERT;6023-0404;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511568;1901389;Material 1901389;FERT;6003-0704;0.00;5077.00;0.00;0.00;0.00;0.00;5077.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511569;1901397;Material 1901397;FERT;6024-0404;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511570;1901451;Material 1901451;FERT;6003-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511571;1901451;Material 1901451;FERT;6003-0904P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511572;1901451;Material 1901451;FERT;6005-0704;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511573;1901460;Material 1901460;FERT;6033-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511574;1901532;Material 1901532;FERT;6015-0103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511575;1901541;Material 1901541;FERT;6027-0303;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511576;1901591;Material 1901591;FERT;6001-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511577;1901591;Material 1901591;FERT;6001-0505B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511578;1901591;Material 1901591;FERT;6008-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511579;1901591;Material 1901591;FERT;6001-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511580;1901591;Material 1901591;FERT;6001-0505B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511581;1901591;Material 1901591;FERT;6008-0804;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511582;1901591;Material 1901591;FERT;6008-0804P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511583;1901605;Material 1901605;FERT;6012-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511584;1901605;Material 1901605;FERT;6012-0505B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511585;1901605;Material 1901605;FERT;6012-0704;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511586;1901605;Material 1901605;FERT;6012-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511587;1901605;Material 1901605;FERT;6012-0505B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511588;1901605;Material 1901605;FERT;6012-0704;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511589;1901613;Material 1901613;FERT;6004-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511590;1901613;Material 1901613;FERT;6052-0904A;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511591;1901613;Material 1901613;FERT;6004-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511592;1901613;Material 1901613;FERT;6004-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511593;1901613;Material 1901613;FERT;6004-0304R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511594;1901613;Material 1901613;FERT;6052-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511595;1901613;Material 1901613;FERT;6052-0904A;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511596;1901630;Material 1901630;FERT;6004-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511597;1901630;Material 1901630;FERT;6006-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511598;1901630;Material 1901630;FERT;6008-0105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511599;1901630;Material 1901630;FERT;6021-0306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511600;1901958;Material 1901958;FERT;6012-0803;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511601;1901958;Material 1901958;FERT;6012-0803;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511602;1901958;Material 1901958;FERT;6021-0403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511603;1901966;Material 1901966;FERT;6013-0803;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511604;1901966;Material 1901966;FERT;6013-0803;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511605;1901966;Material 1901966;FERT;6022-0403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511606;1902041;Material 1902041;FERT;7003-1105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511607;1902059;Material 1902059;FERT;6007-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511608;1902113;Material 1902113;FERT;6002-0903;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511609;1902121;Material 1902121;FERT;6003-0903;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511610;1902130;Material 1902130;FERT;6001-0903;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511611;1902148;Material 1902148;FERT;6012-0105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511612;1902148;Material 1902148;FERT;6029-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511613;1902148;Material 1902148;FERT;6012-0105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511614;1902148;Material 1902148;FERT;6029-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511615;1902148;Material 1902148;FERT;6040-0404;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511616;1902156;Material 1902156;FERT;6037-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511617;1902156;Material 1902156;FERT;6037-1104P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511618;1902164;Material 1902164;FERT;6016-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511619;1902164;Material 1902164;FERT;6035-1104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511620;1902164;Material 1902164;FERT;6035-1104B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511621;1902164;Material 1902164;FERT;6047-0904B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511622;1902164;Material 1902164;FERT;6016-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511623;1902164;Material 1902164;FERT;6016-0304N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511624;1902164;Material 1902164;FERT;6016-0304P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511625;1902164;Material 1902164;FERT;6016-0304R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511626;1902164;Material 1902164;FERT;6017-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511627;1902164;Material 1902164;FERT;6035-1104B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511628;1902164;Material 1902164;FERT;6047-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511629;1902164;Material 1902164;FERT;6047-0904B;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511630;1902164;Material 1902164;FERT;6048-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1511631;1902172;Material 1902172;FERT;6011-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1511632;1902172;Material 1902172;FERT;6024-1103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
