STCKS_ID;MTRL;MTRL_DSCR;MTRL_TYPE;MTRL_BTCH;MTRL_STCK_UNRS;MTRL_STCK_RSTR;MTRL_STCK_TRNS;MTRL_STCK_QINS;MTRL_STCK_BLCK;MTRL_STCK_RTRN;MTRL_STCK_TOT;MTRL_STCK_UNT;MTRL_VAL_UNRS;MTRL_VAL_RSTR;MTRL_VAL_TRNS;MTRL_VAL_QINS;MTRL_VAL_BLCK;MTRL_VAL_RTRN;MTRL_VAL_TOT;MTRL_VAL_UNT;STRG_LOC
1515049;10010309;Material 10010309;FERT;6012-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515050;10010309;Material 10010309;FERT;6030-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515051;10010309;Material 10010309;FERT;6031-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515052;10010309;Material 10010309;FERT;6030-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515053;10010309;Material 10010309;FERT;6031-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515054;10010313;Material 10010313;FERT;6012-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515055;10010313;Material 10010313;FERT;6018-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515056;10010313;Material 10010313;FERT;6019-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515057;10010313;Material 10010313;FERT;6047-0208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515058;10010313;Material 10010313;FERT;6055-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515059;10010314;Material 10010314;FERT;6022-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515060;10010314;Material 10010314;FERT;6037-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515061;10010314;Material 10010314;FERT;6037-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515062;10010316;Material 10010316;FERT;6020-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515063;10010316;Material 10010316;FERT;6020-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515064;10010320;Material 10010320;FERT;6006-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515065;10010320;Material 10010320;FERT;6011-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515066;10010320;Material 10010320;FERT;6011-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515067;10010320;Material 10010320;FERT;6011-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515068;10010339;Material 10010339;FERT;6020-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515069;10010339;Material 10010339;FERT;6026-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515070;10010339;Material 10010339;FERT;6020-0808;48.00;0.00;0.00;0.00;0.00;0.00;48.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515071;10010339;Material 10010339;FERT;6020-0808;1176.00;0.00;0.00;0.00;0.00;0.00;1176.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515072;10010339;Material 10010339;FERT;6026-1008;4032.00;0.00;0.00;0.00;0.00;0.00;4032.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515073;10010340;Material 10010340;FERT;6002-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515074;10010340;Material 10010340;FERT;6005-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515075;10010340;Material 10010340;FERT;6010-1108;3280.00;0.00;0.00;0.00;0.00;0.00;3280.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515076;10010340;Material 10010340;FERT;6016-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515077;10010340;Material 10010340;FERT;6017-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515078;10010340;Material 10010340;FERT;6022-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515079;10010340;Material 10010340;FERT;6034-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515080;10010340;Material 10010340;FERT;6002-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515081;10010341;Material 10010341;FERT;6054-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515082;10010341;Material 10010341;FERT;6032-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515083;10010342;Material 10010342;FERT;6053-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515084;10010342;Material 10010342;FERT;6033-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515085;10010343;Material 10010343;FERT;6005-1108;69740.00;0.00;0.00;0.00;0.00;0.00;69740.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515086;10010344;Material 10010344;FERT;6029-1008;61300.00;0.00;0.00;0.00;0.00;0.00;61300.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515087;10010348;Material 10010348;FERT;6014-1108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515088;10010348;Material 10010348;FERT;6046-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515089;10010348;Material 10010348;FERT;6047-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515090;10010349;Material 10010349;FERT;6002-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515091;10010349;Material 10010349;FERT;6002-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515092;10010349;Material 10010349;FERT;6013-1108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515093;10010352;Material 10010352;FERT;6019-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515094;10010352;Material 10010352;FERT;6037-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515095;10010352;Material 10010352;FERT;6038-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515096;10010352;Material 10010352;FERT;6002-1208;296.73;0.00;0.00;0.00;0.00;0.00;296.73;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515097;10010352;Material 10010352;FERT;6013-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515098;10010352;Material 10010352;FERT;6014-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515099;10010352;Material 10010352;FERT;6027-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515100;10010352;Material 10010352;FERT;6028-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515101;10010352;Material 10010352;FERT;6028-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515102;10010355;Material 10010355;FERT;6010-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515103;10010355;Material 10010355;FERT;6012-1108;4630.00;0.00;0.00;0.00;0.00;0.00;4630.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515104;10010355;Material 10010355;FERT;6015-1108;4660.00;0.00;0.00;0.00;0.00;0.00;4660.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515105;10010355;Material 10010355;FERT;6015-11086;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515106;10010355;Material 10010355;FERT;6026-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515107;10010355;Material 10010355;FERT;6010-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515108;10010355;Material 10010355;FERT;6014-1208;0.00;0.00;0.00;11160.00;0.00;0.00;11160.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515109;10010355;Material 10010355;FERT;6015-1108;2890.00;0.00;0.00;0.00;0.00;0.00;2890.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515110;10010355;Material 10010355;FERT;6025-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515111;10010355;Material 10010355;FERT;6026-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515112;10010356;Material 10010356;FERT;6010-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515113;10010356;Material 10010356;FERT;6012-1108;6240.00;0.00;0.00;0.00;0.00;0.00;6240.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515114;10010356;Material 10010356;FERT;6026-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515115;10010356;Material 10010356;FERT;6010-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515116;10010356;Material 10010356;FERT;6012-1108;25.00;0.00;0.00;0.00;0.00;0.00;25.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515117;10010356;Material 10010356;FERT;6014-1208;0.00;0.00;0.00;7495.00;0.00;0.00;7495.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515118;10010356;Material 10010356;FERT;6026-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515119;10010357;Material 10010357;FERT;6028-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515120;10010357;Material 10010357;FERT;6028-1008;6064.00;0.00;0.00;0.00;0.00;0.00;6064.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515121;10010359;Material 10010359;FERT;6027-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515122;10010361;Material 10010361;FERT;6034-1008;20900.00;0.00;0.00;0.00;0.00;0.00;20900.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515123;10010362;Material 10010362;FERT;6025-1008;21150.00;0.00;0.00;0.00;0.00;0.00;21150.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515124;10010363;Material 10010363;FERT;6033-1008;20350.00;0.00;0.00;0.00;0.00;0.00;20350.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515125;10010370;Material 10010370;FERT;6020-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515126;10010377;Material 10010377;FERT;6042-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515127;10010377;Material 10010377;FERT;6042-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515128;10010382;Material 10010382;FERT;6019-1108;1020.00;0.00;0.00;0.00;0.00;0.00;1020.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515129;50003364;Material 50003364;HAWA;0002-0307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515130;50003364;Material 50003364;HAWA;0002-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515131;50003364;Material 50003364;HAWA;0003-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515132;50003364;Material 50003364;HAWA;0003-0108E;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515133;50003364;Material 50003364;HAWA;0003-0108R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515134;50003364;Material 50003364;HAWA;0003-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515135;50003364;Material 50003364;HAWA;0003-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515136;50003364;Material 50003364;HAWA;0003-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515137;50003364;Material 50003364;HAWA;0003-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515138;50003364;Material 50003364;HAWA;0003-1206A;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515139;50003364;Material 50003364;HAWA;0101-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515140;50003364;Material 50003364;HAWA;0101-0505P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515141;50003364;Material 50003364;HAWA;0101-0505R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515142;50003364;Material 50003364;HAWA;0003-0108E;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515143;50003364;Material 50003364;HAWA;0003-0108R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515144;50003364;Material 50003364;HAWA;0003-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515145;50003364;Material 50003364;HAWA;0006-0108E;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515146;50003365;Material 50003365;HAWA;0102-0505P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1515147;50003365;Material 50003365;HAWA;0001-0307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515148;50003365;Material 50003365;HAWA;0002-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515149;50003365;Material 50003365;HAWA;0002-0108G;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515150;50003365;Material 50003365;HAWA;0002-0108R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515151;50003365;Material 50003365;HAWA;0002-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515152;50003365;Material 50003365;HAWA;0002-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515153;50003365;Material 50003365;HAWA;0002-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515154;50003365;Material 50003365;HAWA;0002-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515155;50003365;Material 50003365;HAWA;0102-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515156;50003365;Material 50003365;HAWA;0102-0505P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515157;50003365;Material 50003365;HAWA;0102-0505R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515158;50003365;Material 50003365;HAWA;0102-0506R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515159;50003365;Material 50003365;HAWA;0002-0108G;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515160;50003365;Material 50003365;HAWA;0002-0108R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515161;50003365;Material 50003365;HAWA;0002-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515162;50003366;Material 50003366;HAWA;0003-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1515163;50003366;Material 50003366;HAWA;0103-0505P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;8000
1515164;50003366;Material 50003366;HAWA;0001-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515165;50003366;Material 50003366;HAWA;0001-0108G;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515166;50003366;Material 50003366;HAWA;0001-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515167;50003366;Material 50003366;HAWA;0001-0607P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515168;50003366;Material 50003366;HAWA;0001-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515169;50003366;Material 50003366;HAWA;0001-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515170;50003366;Material 50003366;HAWA;0001-1007R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515171;50003366;Material 50003366;HAWA;0001-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515172;50003366;Material 50003366;HAWA;0003-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515173;50003366;Material 50003366;HAWA;0003-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515174;50003366;Material 50003366;HAWA;0103-0505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515175;50003366;Material 50003366;HAWA;0103-0505P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515176;50003366;Material 50003366;HAWA;0103-0505R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515177;50003366;Material 50003366;HAWA;0103-0506R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515178;50003366;Material 50003366;HAWA;0103-050R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515179;50003366;Material 50003366;HAWA;0001-0108G;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515180;50003366;Material 50003366;HAWA;0001-0607P;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515181;50003366;Material 50003366;HAWA;0001-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515182;50003366;Material 50003366;HAWA;0001-1007R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515183;50003366;Material 50003366;HAWA;0003-1008;6816.00;0.00;0.00;0.00;0.00;0.00;6816.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9931
1515184;50003366;Material 50003366;HAWA;0003-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515185;50003366;Material 50003366;HAWA;0003-1008;4734.00;0.00;0.00;0.00;0.00;0.00;4734.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9932
1515186;50003370;Material 50003370;HAWA;0004-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515187;50003370;Material 50003370;HAWA;0005-0506;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515188;50003370;Material 50003370;HAWA;0008-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515189;50003561;Material 50003561;HAWA;0007-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515190;50003562;Material 50003562;HAWA;0001-0208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515191;50003562;Material 50003562;HAWA;0007-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515192;50003564;Material 50003564;HAWA;0003-0208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515193;50003564;Material 50003564;HAWA;0008-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515194;50003566;Material 50003566;HAWA;0002-0208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515195;50003566;Material 50003566;HAWA;0009-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515196;50003567;Material 50003567;HAWA;0001-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515197;50003567;Material 50003567;HAWA;0006-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515198;50003568;Material 50003568;HAWA;0002-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515199;50003569;Material 50003569;HAWA;0006-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
1515200;50003570;Material 50003570;HAWA;0001-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;9930
