BOMS_ID;PRDCT;CMPNT;CMPNT_DSCR;CMPNT_BRTT_QTY;CMPNT_BRTT_QTY_UNT
924169;855027;645076;Component  645076;10.2;KG
924170;855027;645614;Component  645614;183.6;KG
924171;855027;645697;Component  645697;0.51;KG
924172;855027;648425;Component  648425;5.1;KG
924173;855027;648639;Component  648639;51;KG
924174;855027;660247;Component  660247;51;KG
924175;855027;684651;Component  684651;1.02;KG
924176;855027;685694;Component  685694;10.2;KG
924177;855027;99002050;Component  99002050;515.559;L
924178;855036;605011;Component  605011;6.12;KG
924179;855036;608636;Component  608636;0.51;KG
924180;855036;610262;Component  610262;46.104;KG
924181;855036;610443;Component  610443;10.2;KG
924182;855036;645006;Component  645006;10.2;KG
924183;855036;645685;Component  645685;5.1;KG
924184;855036;660048;Component  660048;153;KG
924185;855036;695090;Component  695090;0.003;KG
924186;855036;695160;Component  695160;2.856;KG
924187;855036;695187;Component  695187;40.8;KG
924188;855036;99002050;Component  99002050;745.107;L
924189;855041;607274;Component  607274;0.102;KG
924190;855041;609206;Component  609206;10.2;KG
924191;855041;634056;Component  634056;0.204;KG
924192;855041;638608;Component  638608;2.04;KG
924193;855041;645007;Component  645007;6.12;KG
924194;855041;645678;Component  645678;8.16;KG
924195;855041;645681;Component  645681;30.6;KG
924196;855041;695160;Component  695160;0.306;KG
924197;855041;99002050;Component  99002050;962.268;L
924198;855042;605218;Component  605218;5.1;KG
924199;855042;607128;Component  607128;0.204;KG
924200;855042;608636;Component  608636;3.06;KG
924201;855042;610174;Component  610174;5.1;KG
924202;855042;610186;Component  610186;7.14;KG
924203;855042;610443;Component  610443;5.712;KG
924204;855042;630256;Component  630256;51;KG
924205;855042;634668;Component  634668;5.1;KG
924206;855042;645016;Component  645016;20.4;KG
924207;855042;645088;Component  645088;20.4;KG
924208;855042;645501;Component  645501;102;KG
924209;855042;645697;Component  645697;0.51;KG
924210;855042;648668;Component  648668;71.4;KG
924211;855042;648695;Component  648695;5.1;KG
924212;855042;660247;Component  660247;51;KG
924213;855042;685037;Component  685037;51;KG
924214;855042;685621;Component  685621;30.6;KG
924215;855042;695159;Component  695159;3.06;KG
924216;855042;99002050;Component  99002050;582.114;L
924217;855049;602066;Component  602066;3.57;KG
924218;855049;607350;Component  607350;2.55;KG
924219;855049;610167;Component  610167;10.2;KG
924220;855049;644262;Component  644262;2.04;KG
924221;855049;633870;Component  633870;10.2;KG
924222;855049;645026;Component  645026;3.57;KG
924223;855049;648000;Component  648000;3.06;KG
924224;855049;685648;Component  685648;25.5;KG
924225;855049;695007;Component  695007;183.6;KG
924226;855049;695039;Component  695039;1.02;KG
924227;855049;695137;Component  695137;5.1;KG
924228;855049;695180;Component  695180;70.584;KG
924229;855049;99002050;Component  99002050;699.006;L
924230;855090;607656;Component  607656;2.55;KG
924231;855090;638608;Component  638608;1.02;KG
924232;855090;645000;Component  645000;51;KG
924233;855090;645006;Component  645006;15.3;KG
924234;855090;648001;Component  648001;0.51;KG
924235;855090;648601;Component  648601;1.02;KG
924236;855090;660048;Component  660048;163.2;KG
924237;855090;685696;Component  685696;1.53;KG
924238;855090;99002050;Component  99002050;783.87;L
924239;855091;607350;Component  607350;3.162;KG
924240;855091;632781;Component  632781;10.2;KG
924241;855091;634668;Component  634668;10.2;KG
924242;855091;641735;Component  641735;10.2;KG
924243;855091;645025;Component  645025;61.2;KG
924244;855091;648001;Component  648001;1.02;KG
924245;855091;648602;Component  648602;10.2;KG
924246;855091;695007;Component  695007;183.6;KG
924247;855091;695015;Component  695015;204;KG
924248;855091;695016;Component  695016;25.5;KG
924249;855091;99002050;Component  99002050;500.718;L
924250;855093;606274;Component  606274;26;KG
924251;855093;606734;Component  606734;72.8;KG
924252;855093;619084;Component  619084;182;KG
924253;855093;627956;Component  627956;15.6;KG
924254;855093;627969;Component  627969;15.6;KG
924255;855093;627994;Component  627994;4.16;KG
924256;855093;695195;Component  695195;0.51;KG
924257;855093;645401;Component  645401;5.1;KG
924258;855093;645611;Component  645611;344.25;KG
924259;855093;648001;Component  648001;3.06;KG
924260;855093;695146;Component  695146;357;KG
924261;855094;607350;Component  607350;0.612;KG
924262;855094;633675;Component  633675;81.6;KG
924263;855094;634668;Component  634668;6.12;KG
924264;855094;648001;Component  648001;1.02;KG
924265;855094;648601;Component  648601;2.04;KG
924266;855094;648696;Component  648696;81.6;KG
924267;855094;660247;Component  660247;30.6;KG
924268;855094;684611;Component  684611;10.2;KG
924269;855094;684687;Component  684687;30.6;KG
924270;855094;99002050;Component  99002050;775.608;L
924271;855095;605447;Component  605447;0.816;KG
924272;855095;607656;Component  607656;3.06;KG
924273;855095;608636;Component  608636;2.04;KG
924274;855095;610174;Component  610174;30.6;KG
924275;855095;610228;Component  610228;51;KG
924276;855095;630256;Component  630256;71.4;KG
924277;855095;634697;Component  634697;1.02;KG
924278;855095;638608;Component  638608;2.04;KG
924279;855095;645050;Component  645050;61.2;KG
924280;855095;645670;Component  645670;8.16;KG
924281;855095;648001;Component  648001;1.02;KG
924282;855095;648601;Component  648601;2.04;KG
924283;855095;99002050;Component  99002050;785.604;L
924284;855150;608288;Component  608288;20.4;KG
924285;855150;615202;Component  615202;510;KG
924286;855150;636658;Component  636658;8;PCS
924287;855150;660048;Component  660048;489.6;KG
924288;855456;602066;Component  602066;1.163;KG
924289;855456;607359;Component  607359;0.673;KG
924290;855456;629004;Component  629004;1.02;G
924291;855456;634056;Component  634056;0.204;KG
924292;855456;634084;Component  634084;61.2;KG
924293;855456;648427;Component  648427;4.08;KG
924294;855456;648647;Component  648647;7.14;KG
924295;855456;685648;Component  685648;15.3;KG
924296;855456;685678;Component  685678;285.6;KG
924297;855456;695007;Component  695007;73.44;KG
924298;855456;99002050;Component  99002050;571.199;L
924299;855457;602066;Component  602066;14.28;KG
924300;855457;607359;Component  607359;0.163;KG
924301;855457;618081;Component  618081;3.315;KG
924302;855457;634056;Component  634056;0.204;KG
924303;855457;634084;Component  634084;56.1;KG
924304;855457;634691;Component  634691;25.5;KG
924305;855457;648427;Component  648427;2.04;KG
924306;855457;685622;Component  685622;71.4;KG
924307;855457;685678;Component  685678;224.4;KG
924308;855457;695137;Component  695137;3.06;KG
924309;855457;99002050;Component  99002050;619.538;L
924310;855468;602066;Component  602066;9.69;KG
924311;855468;607359;Component  607359;0.918;KG
924312;855468;634056;Component  634056;0.204;KG
924313;855468;634084;Component  634084;51;KG
924314;855468;648095;Component  648095;5.1;KG
924315;855468;648203;Component  648203;30.6;KG
924316;855468;685008;Component  685008;4.08;KG
924317;855468;685627;Component  685627;40.8;KG
924318;855468;685646;Component  685646;204;KG
924319;855468;685648;Component  685648;13.26;KG
924320;855468;685678;Component  685678;204;KG
924321;855468;685680;Component  685680;10.2;KG
924322;855468;99002050;Component  99002050;446.148;L
924323;855714;605011;Component  605011;2.75;KG
924324;855714;608636;Component  608636;1.02;KG
924325;855714;610262;Component  610262;5.1;KG
924326;855714;610753;Component  610753;1.02;KG
924327;855714;632605;Component  632605;6.12;KG
924328;855714;636658;Component  636658;4;PCS
924329;855714;648050;Component  648050;20.4;KG
924330;855714;660048;Component  660048;699.26;KG
924331;855714;99002050;Component  99002050;284.3;L
924332;855715;602903;Component  602903;9.69;KG
924333;855715;605429;Component  605429;81.09;KG
924334;855715;607266;Component  607266;196.86;KG
924335;855715;609600;Component  609600;2.04;KG
924336;855715;610262;Component  610262;67.524;KG
924337;855715;633368;Component  633368;14.484;KG
924338;855715;634615;Component  634615;14.484;KG
924339;855715;645603;Component  645603;28.968;KG
924340;855715;648067;Component  648067;4.692;KG
924341;855715;684644;Component  684644;96.492;KG
924342;855715;684646;Component  684646;61.812;KG
924343;855715;684680;Component  684680;14.484;KG
924344;855715;99002050;Component  99002050;427.38;L
924345;855733;605011;Component  605011;2.75;KG
924346;855733;608636;Component  608636;1.02;KG
924347;855733;610262;Component  610262;5.1;KG
924348;855733;610753;Component  610753;1.02;KG
924349;855733;636658;Component  636658;7.5;PCS
924350;855733;648456;Component  648456;20.4;KG
924351;855733;660048;Component  660048;699.26;KG
924352;855733;99002050;Component  99002050;290.4;L
924353;855786;602066;Component  602066;1.02;KG
924354;855786;605444;Component  605444;1.02;KG
924355;855786;608631;Component  608631;2.04;KG
924356;855786;610262;Component  610262;335.75;KG
924357;855786;612041;Component  612041;2.04;KG
924358;855786;619084;Component  619084;5.1;KG
924359;855786;629402;Component  629402;5.1;G
924360;855786;633102;Component  633102;15.3;KG
924361;855786;633125;Component  633125;10.2;KG
924362;855786;660247;Component  660247;122.4;KG
924363;855786;684603;Component  684603;7.752;KG
924364;855786;695033;Component  695033;16.32;KG
924365;855786;695034;Component  695034;9.69;KG
924366;855786;629004;Component  629004;3.06;G
924367;855786;645689;Component  645689;81.6;KG
924368;855786;645690;Component  645690;107.1;KG
924369;855786;99002050;Component  99002050;302.66;L
924370;855787;602173;Component  602173;2.448;KG
924371;855787;605444;Component  605444;0.816;KG
924372;855787;608631;Component  608631;1.53;KG
924373;855787;610210;Component  610210;30.6;KG
924374;855787;610262;Component  610262;357;KG
924375;855787;612041;Component  612041;2.04;KG
924376;855787;619084;Component  619084;7.65;KG
924377;855787;638608;Component  638608;3.06;KG
924378;855787;644107;Component  644107;12.24;KG
924379;855787;660247;Component  660247;153;KG
924380;855787;695033;Component  695033;20.4;KG
924381;855787;695034;Component  695034;6.834;KG
924382;855787;695157;Component  695157;173.4;KG
924383;855787;695158;Component  695158;51;KG
924384;855787;99002050;Component  99002050;197.982;L
924385;855788;602173;Component  602173;2.448;KG
924386;855788;605444;Component  605444;0.816;KG
924387;855788;608631;Component  608631;1.53;KG
924388;855788;610210;Component  610210;30.6;KG
924389;855788;610262;Component  610262;357;KG
924390;855788;612041;Component  612041;2.04;KG
924391;855788;619084;Component  619084;7.65;KG
924392;855788;648040;Component  648040;10.2;KG
924393;855788;660247;Component  660247;153;KG
924394;855788;695033;Component  695033;20.4;KG
924395;855788;695034;Component  695034;7.14;KG
924396;855788;645689;Component  645689;173.4;KG
924397;855788;645690;Component  645690;51;KG
924398;855788;99002050;Component  99002050;202.776;L
924399;855789;602173;Component  602173;2.448;KG
924400;855789;605444;Component  605444;0.816;KG
924401;855789;608631;Component  608631;1.53;KG
924402;855789;610210;Component  610210;30.6;KG
924403;855789;610262;Component  610262;357;KG
924404;855789;612041;Component  612041;2.55;KG
924405;855789;619084;Component  619084;7.65;KG
924406;855789;629402;Component  629402;7.14;G
924407;855789;648601;Component  648601;2.04;KG
924408;855789;660247;Component  660247;153;KG
924409;855789;695001;Component  695001;15.3;KG
924410;855789;695033;Component  695033;20.4;KG
924411;855789;695034;Component  695034;6.324;KG
924412;855789;645689;Component  645689;173.4;KG
924413;855789;645690;Component  645690;51;KG
924414;855789;99002050;Component  99002050;195.935;L
924415;855792;602173;Component  602173;1.224;KG
924416;855792;605444;Component  605444;1.02;KG
924417;855792;608631;Component  608631;1.53;KG
924418;855792;610262;Component  610262;357;KG
924419;855792;612041;Component  612041;2.754;KG
924420;855792;619084;Component  619084;5.1;KG
924421;855792;644347;Component  644347;12.24;KG
924422;855792;648601;Component  648601;2.04;KG
924423;855792;660247;Component  660247;122.4;KG
924424;855792;695033;Component  695033;16.32;KG
924425;855792;695034;Component  695034;8.67;KG
924426;855792;695077;Component  695077;25.5;G
924427;855792;695157;Component  695157;84.15;KG
924428;855792;695158;Component  695158;102;KG
924429;855792;99002050;Component  99002050;303.527;L
924430;855797;602173;Component  602173;2.448;KG
924431;855797;602788;Component  602788;20.4;KG
924432;855797;608631;Component  608631;1.53;KG
924433;855797;610210;Component  610210;30.6;KG
924434;855797;610262;Component  610262;357;KG
924435;855797;612041;Component  612041;2.55;KG
924436;855797;619084;Component  619084;7.65;KG
924437;855797;638608;Component  638608;3.06;KG
924438;855797;644361;Component  644361;12.24;KG
924439;855797;648601;Component  648601;2.04;KG
924440;855797;660247;Component  660247;153;KG
924441;855797;695033;Component  695033;20.4;KG
924442;855797;695034;Component  695034;5.1;KG
924443;855797;645689;Component  645689;173.4;KG
924444;855797;645690;Component  645690;51;KG
924445;855797;99002050;Component  99002050;177.582;L
924446;855998;609018;Component  609018;0.204;KG
924447;855998;610262;Component  610262;20.4;KG
924448;855998;632706;Component  632706;1.53;KG
924449;855998;645006;Component  645006;2.04;KG
924450;855998;660048;Component  660048;464.1;KG
924451;855998;660247;Component  660247;10.2;KG
924452;855998;695181;Component  695181;8.16;KG
924453;855998;99002050;Component  99002050;513.366;L
924454;895009;608290;Component  608290;40.8;KG
924455;895009;608636;Component  608636;2.04;KG
924456;895009;630215;Component  630215;5.1;KG
924457;895009;631041;Component  631041;5.1;KG
924458;895009;633562;Component  633562;5.1;KG
924459;895009;634668;Component  634668;5.1;KG
924460;895009;634697;Component  634697;1.02;KG
924461;895009;645098;Component  645098;102;KG
924462;895009;645612;Component  645612;20.4;KG
924463;895009;648696;Component  648696;81.6;KG
924464;895009;660247;Component  660247;30.6;KG
924465;895009;684611;Component  684611;3.06;KG
924466;895009;695159;Component  695159;3.06;KG
924467;895009;99002050;Component  99002050;715.02;L
924468;895025;613649;Component  613649;40.8;KG
924469;895025;619084;Component  619084;2.06;KG
924470;895025;627835;Component  627835;208;G
924471;895025;627944;Component  627944;4.12;KG
924472;895025;631001;Component  631001;5.15;KG
924473;895025;631041;Component  631041;10.3;KG
924474;895025;695151;Component  695151;71.4;KG
924475;895025;633371;Component  633371;244.8;KG
924476;895025;633630;Component  633630;102;KG
924477;895025;634615;Component  634615;102;KG
924478;895025;634697;Component  634697;1.02;KG
924479;895025;638645;Component  638645;81.6;KG
924480;895025;638698;Component  638698;81.6;KG
924481;895025;645088;Component  645088;20.4;KG
924482;895025;645611;Component  645611;119.952;KG
924483;895025;645697;Component  645697;0.204;KG
924484;895025;648698;Component  648698;51;KG
924485;895025;685643;Component  685643;20.4;KG
924486;895025;695011;Component  695011;10.3;KG
924487;895025;695012;Component  695012;51;KG
924488;895026;608290;Component  608290;142.8;KG
924489;895026;627831;Component  627831;10.2;G
924490;895026;644262;Component  644262;1.02;KG
924491;895026;630215;Component  630215;20.4;KG
924492;895026;631001;Component  631001;5.1;KG
924493;895026;631041;Component  631041;10.2;KG
924494;895026;633630;Component  633630;102;KG
924495;895026;633672;Component  633672;91.8;KG
924496;895026;634697;Component  634697;1.02;KG
924497;895026;638645;Component  638645;71.4;KG
924498;895026;638646;Component  638646;40.8;KG
924499;895026;638647;Component  638647;183.6;KG
924500;895026;638698;Component  638698;71.4;KG
924501;895026;645088;Component  645088;20.4;KG
924502;895026;645611;Component  645611;232.34;KG
924503;895026;645697;Component  645697;0.204;KG
924504;895026;685643;Component  685643;20.4;KG
924505;895026;695009;Component  695009;5.1;KG
924506;895027;608290;Component  608290;142.8;KG
924507;895027;630215;Component  630215;20.4;KG
924508;895027;631001;Component  631001;5.1;KG
924509;895027;631041;Component  631041;10.2;KG
924510;895027;633630;Component  633630;102;KG
924511;895027;633672;Component  633672;91.8;KG
924512;895027;634697;Component  634697;1.02;KG
924513;895027;638645;Component  638645;81.6;KG
924514;895027;638646;Component  638646;40.8;KG
924515;895027;638647;Component  638647;183.6;KG
924516;895027;638698;Component  638698;71.4;KG
924517;895027;645088;Component  645088;20.4;KG
924518;895027;645611;Component  645611;225.21;KG
924519;895027;645697;Component  645697;0.204;KG
924520;895027;685643;Component  685643;20.4;KG
924521;895027;695010;Component  695010;3.06;KG
924522;895029;601662;Component  601662;51;KG
924523;895029;602173;Component  602173;2.448;KG
924524;895029;605444;Component  605444;0.816;KG
924525;895029;608631;Component  608631;1.53;KG
924526;895029;610210;Component  610210;40.8;KG
924527;895029;610262;Component  610262;459;KG
924528;895029;612041;Component  612041;2.55;KG
924529;895029;619084;Component  619084;10.2;KG
924530;895029;644358;Component  644358;9.18;KG
924531;895029;644359;Component  644359;2.04;KG
924532;895029;695033;Component  695033;20.4;KG
924533;895029;695034;Component  695034;4.896;KG
924534;895029;645689;Component  645689;81.6;KG
924535;895029;645690;Component  645690;81.6;KG
924536;895029;99002050;Component  99002050;251.94;L
924537;895030;602173;Component  602173;2.754;KG
924538;895030;605444;Component  605444;0.816;KG
924539;895030;608631;Component  608631;2.04;KG
924540;895030;610262;Component  610262;459;KG
924541;895030;612041;Component  612041;2.652;KG
924542;895030;629402;Component  629402;20.4;G
924543;895030;631041;Component  631041;5.61;KG
924544;895030;641779;Component  641779;6.834;KG
924545;895030;660247;Component  660247;61.2;KG
924546;895030;695005;Component  695005;15.3;KG
924547;895030;695033;Component  695033;20.4;KG
924548;895030;695034;Component  695034;7.956;KG
924549;895030;645689;Component  645689;153;KG
924550;895030;645690;Component  645690;61.2;KG
924551;895030;99002050;Component  99002050;221.218;L
924552;895041;602173;Component  602173;2.448;KG
924553;895041;605444;Component  605444;0.816;KG
924554;895041;608631;Component  608631;2.04;KG
924555;895041;610210;Component  610210;30.6;KG
924556;895041;610262;Component  610262;465.732;KG
924557;895041;612041;Component  612041;2.448;KG
924558;895041;629402;Component  629402;5.1;G
924559;895041;631041;Component  631041;5.61;KG
924560;895041;641779;Component  641779;6.834;KG
924561;895041;660247;Component  660247;61.2;KG
924562;895041;695033;Component  695033;16.32;KG
924563;895041;695034;Component  695034;8.16;KG
924564;895041;695035;Component  695035;10.2;KG
924565;895041;695036;Component  695036;4.08;KG
924566;895041;629004;Component  629004;3.06;G
924567;895041;695138;Component  695138;12.24;KG
924568;895041;645689;Component  645689;153;KG
924569;895041;645690;Component  645690;43.35;KG
924570;895041;99002050;Component  99002050;194.914;L
924571;895042;602201;Component  602201;10.2;KG
924572;895042;631041;Component  631041;5.1;KG
924573;895042;645611;Component  645611;40.8;KG
924574;895042;648696;Component  648696;40.8;KG
924575;895042;660247;Component  660247;43.86;KG
924576;895042;695002;Component  695002;112.2;KG
924577;895042;695003;Component  695003;4.59;KG
924578;895042;695039;Component  695039;0.81;KG
924579;895042;99002050;Component  99002050;761.64;L
924580;895043;610162;Component  610162;40.8;KG
924581;895043;610443;Component  610443;0.31;KG
924582;895043;630256;Component  630256;30.6;KG
924583;895043;631041;Component  631041;10.2;KG
924584;895043;633341;Component  633341;10.2;KG
924585;895043;633562;Component  633562;5.1;KG
924586;895043;634668;Component  634668;7.14;KG
924587;895043;645098;Component  645098;40.8;KG
924588;895043;645612;Component  645612;56.1;KG
924589;895043;645688;Component  645688;0.31;KG
924590;895043;660247;Component  660247;43.86;KG
924591;895043;684611;Component  684611;20.4;KG
924592;895043;695038;Component  695038;4.08;KG
924593;895043;99002050;Component  99002050;750.1;L
924594;895047;608290;Component  608290;142.8;KG
924595;895047;630215;Component  630215;20.4;KG
924596;895047;631001;Component  631001;5.1;KG
924597;895047;631041;Component  631041;10.2;KG
924598;895047;633630;Component  633630;102;KG
924599;895047;633672;Component  633672;91.8;KG
924600;895047;634697;Component  634697;1.02;KG
924601;895047;638645;Component  638645;81.6;KG
924602;895047;638646;Component  638646;40.8;KG
924603;895047;638647;Component  638647;183.6;KG
924604;895047;638698;Component  638698;61.2;KG
924605;895047;645088;Component  645088;45.9;KG
924606;895047;645611;Component  645611;182.89;KG
924607;895047;645697;Component  645697;0.21;KG
924608;895047;648695;Component  648695;20.4;KG
924609;895047;685644;Component  685644;15.3;KG
924610;895047;695051;Component  695051;12.24;KG
924611;895047;695053;Component  695053;2.75;KG
924612;895048;613649;Component  613649;51;KG
924613;895048;627944;Component  627944;3.06;KG
924614;895048;631001;Component  631001;5.1;KG
924615;895048;631041;Component  631041;10.2;KG
924616;895048;695151;Component  695151;71.4;KG
924617;895048;633371;Component  633371;214.2;KG
924618;895048;633630;Component  633630;112.2;KG
924619;895048;634615;Component  634615;102;KG
924620;895048;634697;Component  634697;1.02;KG
924621;895048;638645;Component  638645;102;KG
924622;895048;638698;Component  638698;91.8;KG
924623;895048;645088;Component  645088;20.4;KG
924624;895048;645611;Component  645611;80.38;KG
924625;895048;645697;Component  645697;0.21;KG
924626;895048;648698;Component  648698;61.2;KG
924627;895048;685643;Component  685643;20.4;KG
924628;895048;695012;Component  695012;51;KG
924629;895048;695052;Component  695052;12.24;KG
924630;895048;695054;Component  695054;10.35;KG
924631;895063;608290;Component  608290;142.8;KG
924632;895063;630215;Component  630215;20.4;KG
924633;895063;631001;Component  631001;5.1;KG
924634;895063;631041;Component  631041;10.2;KG
924635;895063;633630;Component  633630;102;KG
924636;895063;633672;Component  633672;91.8;KG
924637;895063;634697;Component  634697;1.02;KG
924638;895063;638645;Component  638645;81.6;KG
924639;895063;638646;Component  638646;40.8;KG
924640;895063;638647;Component  638647;183.6;KG
924641;895063;638698;Component  638698;71.4;KG
924642;895063;645088;Component  645088;20.4;KG
924643;895063;645611;Component  645611;206.336;KG
924644;895063;645697;Component  645697;0.204;KG
924645;895063;685643;Component  685643;20.4;KG
924646;895063;695067;Component  695067;11.22;KG
924647;895063;695068;Component  695068;10.2;KG
924648;895063;695069;Component  695069;0.315;KG
924649;895063;695070;Component  695070;0.252;KG
924650;895065;610166;Component  610166;30.6;KG
924651;895065;633562;Component  633562;5.1;KG
924652;895065;633672;Component  633672;30.6;KG
924653;895065;634668;Component  634668;7.14;KG
924654;895065;645098;Component  645098;40.8;KG
924655;895065;645680;Component  645680;20.4;KG
924656;895065;660247;Component  660247;51;KG
924657;895065;684611;Component  684611;40.8;KG
924658;895065;695072;Component  695072;2.55;KG
924659;895065;99002050;Component  99002050;791.01;L
924660;895070;607350;Component  607350;20.4;KG
924661;895070;629402;Component  629402;20.4;G
924662;895070;660048;Component  660048;40.8;KG
924663;895070;695079;Component  695079;122.4;KG
924664;895070;695080;Component  695080;19.38;KG
924665;895070;695081;Component  695081;3.06;KG
924666;895070;695084;Component  695084;51;KG
924667;895070;695090;Component  695090;0.036;KG
924668;895070;99002050;Component  99002050;762.904;L
924669;895071;607350;Component  607350;20.4;KG
924670;895071;660048;Component  660048;40.8;KG
924671;895071;695079;Component  695079;122.4;KG
924672;895071;695080;Component  695080;19.38;KG
924673;895071;695081;Component  695081;3.06;KG
924674;895071;695085;Component  695085;51;KG
924675;895071;695109;Component  695109;35.7;G
924676;895071;99002050;Component  99002050;762.924;L
924677;895073;610443;Component  610443;1.02;KG
924678;895073;630215;Component  630215;10.2;KG
924679;895073;634615;Component  634615;40.8;KG
924680;895073;638608;Component  638608;2.04;KG
924681;895073;641779;Component  641779;2.04;KG
924682;895073;645098;Component  645098;81.6;KG
924683;895073;645688;Component  645688;1.122;KG
924684;895073;660247;Component  660247;91.8;KG
924685;895073;684611;Component  684611;38.76;KG
924686;895073;695039;Component  695039;1.02;KG
924687;895073;695092;Component  695092;30.6;KG
924688;895073;695093;Component  695093;5.1;KG
924689;895073;99002050;Component  99002050;713.898;L
924690;895074;610443;Component  610443;1.02;KG
924691;895074;627832;Component  627832;6.12;G
924692;895074;630256;Component  630256;61.2;KG
924693;895074;633341;Component  633341;20.4;KG
924694;895074;633562;Component  633562;5.1;KG
924695;895074;634668;Component  634668;7.14;KG
924696;895074;645088;Component  645088;15.3;KG
924697;895074;645098;Component  645098;40.8;KG
924698;895074;645688;Component  645688;1.02;KG
924699;895074;648695;Component  648695;10.2;KG
924700;895074;660247;Component  660247;51;KG
924701;895074;684611;Component  684611;30.6;KG
924702;895074;695102;Component  695102;2.55;KG
924703;895074;695103;Component  695103;10.4;KG
924704;895074;695104;Component  695104;10.4;KG
924705;895074;99002050;Component  99002050;753.27;L
924706;895075;608636;Component  608636;2.04;KG
924707;895075;610443;Component  610443;0.816;KG
924708;895075;627832;Component  627832;6.12;G
924709;895075;630256;Component  630256;40.8;KG
924710;895075;633341;Component  633341;20.4;KG
924711;895075;633562;Component  633562;5.1;KG
924712;895075;634668;Component  634668;7.14;KG
924713;895075;634697;Component  634697;1.02;KG
924714;895075;645088;Component  645088;15.3;KG
924715;895075;645098;Component  645098;40.8;KG
924716;895075;645688;Component  645688;0.816;KG
924717;895075;648695;Component  648695;10.2;KG
924718;895075;660247;Component  660247;51;KG
924719;895075;684611;Component  684611;30.6;KG
924720;895075;695102;Component  695102;2.55;KG
924721;895075;695103;Component  695103;10.2;KG
924722;895075;695105;Component  695105;61.2;KG
924723;895075;695106;Component  695106;5.1;KG
924724;895075;99002050;Component  99002050;714.918;L
924725;895076;607266;Component  607266;33.966;KG
924726;895076;608636;Component  608636;1.02;KG
924727;895076;610174;Component  610174;12.24;KG
924728;895076;610443;Component  610443;15.3;KG
924729;895076;627832;Component  627832;4.08;G
924730;895076;634697;Component  634697;1.02;KG
924731;895076;645612;Component  645612;153;KG
924732;895076;695102;Component  695102;3.06;KG
924733;895076;99002050;Component  99002050;800.394;L
924734;895077;627802;Component  627802;0.357;G
924735;895077;645000;Component  645000;51;KG
924736;895077;645006;Component  645006;20.4;KG
924737;895077;645400;Component  645400;0.204;KG
924738;895077;645685;Component  645685;0.204;KG
924739;895077;660247;Component  660247;51;KG
924740;895077;685696;Component  685696;0.082;KG
924741;895077;695013;Component  695013;10.2;KG
924742;895077;695102;Component  695102;1.02;KG
924743;895077;99002050;Component  99002050;885.89;L
924744;895078;631001;Component  631001;5.15;KG
924745;895078;631041;Component  631041;10.3;KG
924746;895078;633371;Component  633371;40.8;KG
924747;895078;633672;Component  633672;402.9;KG
924748;895078;634615;Component  634615;30.6;KG
924749;895078;634697;Component  634697;1.02;KG
924750;895078;645088;Component  645088;10.2;KG
924751;895078;648695;Component  648695;15.3;KG
924752;895078;638698;Component  638698;205.938;KG
924753;895078;695098;Component  695098;10.3;KG
924754;895078;695100;Component  695100;30.6;KG
924755;895078;695101;Component  695101;10.4;KG
924756;895078;645611;Component  645611;152.49;KG
924757;895078;633630;Component  633630;31.314;KG
924758;895078;60005871;Component  60005871;22.338;KG
924759;895078;638645;Component  638645;22.338;KG
924760;895078;610174;Component  610174;8.976;KG
924761;895078;60005872;Component  60005872;8.976;KG
924762;895078;695195;Component  695195;0.51;KG
924763;895079;633371;Component  633371;40.8;KG
924764;895079;645697;Component  645697;0.204;KG
924765;895079;634615;Component  634615;30.6;KG
924766;895079;634697;Component  634697;1.02;KG
924767;895079;645088;Component  645088;15.3;KG
924768;895079;648695;Component  648695;10.2;KG
924769;895079;695069;Component  695069;1.664;KG
924770;895079;633672;Component  633672;403.818;KG
924771;895079;695095;Component  695095;51.5;KG
924772;895079;695097;Component  695097;12.36;KG
924773;895079;638698;Component  638698;206.448;KG
924774;895079;645611;Component  645611;152.49;KG
924775;895079;633630;Component  633630;31.416;KG
924776;895079;638645;Component  638645;22.44;KG
924777;895079;60005871;Component  60005871;22.44;KG
924778;895079;610174;Component  610174;8.976;KG
924779;895079;60005872;Component  60005872;8.976;KG
924780;895080;631001;Component  631001;5.15;KG
924781;895080;631041;Component  631041;10.3;KG
924782;895080;633371;Component  633371;30.6;KG
924783;895080;633672;Component  633672;416.772;KG
924784;895080;634615;Component  634615;40.8;KG
924785;895080;634697;Component  634697;1.02;KG
924786;895080;645088;Component  645088;10.2;KG
924787;895080;648695;Component  648695;15.3;KG
924788;895080;695069;Component  695069;0.416;KG
924789;895080;645611;Component  645611;129.54;KG
924790;895080;695099;Component  695099;3.12;KG
924791;895080;695108;Component  695108;10.2;KG
924792;895080;695141;Component  695141;8.24;KG
924793;895080;638698;Component  638698;212.976;KG
924794;895080;638645;Component  638645;51;KG
924795;895080;633630;Component  633630;32.436;KG
924796;895080;60005871;Component  60005871;23.154;KG
924797;895080;610174;Component  610174;9.282;KG
924798;895080;60005872;Component  60005872;9.282;KG
924799;895080;695195;Component  695195;0.51;KG
924800;895081;613649;Component  613649;40.8;KG
924801;895081;627944;Component  627944;4.08;KG
924802;895081;631001;Component  631001;5.1;KG
924803;895081;631041;Component  631041;10.2;KG
924804;895081;695151;Component  695151;71.4;KG
924805;895081;633371;Component  633371;244.8;KG
