BOMS_ID;PRDCT;CMPNT;CMPNT_DSCR;CMPNT_BRTT_QTY;CMPNT_BRTT_QTY_UNT
793364;895146;638646;Component 638646;96.90;KG
793365;895146;645088;Component 645088;45.90;KG
793366;895146;648695;Component 648695;20.40;KG
793367;895146;648696;Component 648696;407.49;KG
793368;895146;685644;Component 685644;15.30;KG
793369;895146;695051;Component 695051;12.24;KG
793370;895146;695053;Component 695053;2.55;KG
793371;895146;695154;Component 695154;51.00;KG
793372;895147;627944;Component 627944;4.08;KG
793373;895147;631041;Component 631041;5.10;KG
793374;895147;633630;Component 633630;209.10;KG
793375;895147;634615;Component 634615;51.00;KG
793376;895147;634697;Component 634697;1.02;KG
793377;895147;638645;Component 638645;102.00;KG
793378;895147;638646;Component 638646;96.90;KG
793379;895147;648696;Component 648696;494.19;KG
793380;895147;695011;Component 695011;5.10;KG
793381;895147;695054;Component 695054;0.51;KG
793382;895147;695154;Component 695154;51.00;KG
793383;895148;613649;Component 613649;40.80;KG
793384;895148;619084;Component 619084;2.06;KG
793385;895148;627835;Component 627835;208.00;G
793386;895148;627944;Component 627944;4.12;KG
793387;895148;631001;Component 631001;5.15;KG
793388;895148;631041;Component 631041;10.30;KG
793389;895148;695151;Component 695151;71.40;KG
793390;895148;633371;Component 633371;244.80;KG
793391;895148;633630;Component 633630;102.00;KG
793392;895148;634615;Component 634615;102.00;KG
793393;895148;634697;Component 634697;1.02;KG
793394;895148;638645;Component 638645;81.60;KG
793395;895148;638698;Component 638698;81.60;KG
793396;895148;645088;Component 645088;20.40;KG
793397;895148;645611;Component 645611;127.09;KG
793398;895148;645697;Component 645697;0.20;KG
793399;895148;648698;Component 648698;51.00;KG
793400;895148;685643;Component 685643;20.40;KG
793401;895148;695010;Component 695010;3.09;KG
793402;895148;695012;Component 695012;51.00;KG
793403;895149;608290;Component 608290;142.80;KG
793404;895149;627831;Component 627831;10.20;G
793405;895149;630215;Component 630215;20.40;KG
793406;895149;631001;Component 631001;5.10;KG
793407;895149;631041;Component 631041;10.20;KG
793408;895149;633630;Component 633630;102.00;KG
793409;895149;633672;Component 633672;91.80;KG
793410;895149;634697;Component 634697;1.02;KG
793411;895149;638645;Component 638645;71.40;KG
793412;895149;638646;Component 638646;40.80;KG
793413;895149;638647;Component 638647;183.60;KG
793414;895149;638698;Component 638698;71.40;KG
793415;895149;644262;Component 644262;1.02;KG
793416;895149;645088;Component 645088;20.40;KG
793417;895149;645611;Component 645611;227.25;KG
793418;895149;645697;Component 645697;0.20;KG
793419;895149;685643;Component 685643;20.40;KG
793420;895149;695011;Component 695011;10.20;KG
793421;895150;602201;Component 602201;10.20;KG
793422;895150;608636;Component 608636;1.02;KG
793423;895150;634668;Component 634668;10.20;KG
793424;895150;634697;Component 634697;1.02;KG
793425;895150;645076;Component 645076;71.40;KG
793426;895150;645612;Component 645612;102.00;KG
793427;895150;648696;Component 648696;40.80;KG
793428;895150;660247;Component 660247;30.60;KG
793429;895150;695111;Component 695111;5.10;KG
793430;895150;695130;Component 695130;35.70;KG
793431;895150;695169;Component 695169;2.55;KG
793432;895150;695190;Component 695190;3.09;KG
793433;895150;695192;Component 695192;1.02;KG
793434;895150;99002050;Component 99002050;705.33;L
793435;895151;602201;Component 602201;10.20;KG
793436;895151;608636;Component 608636;1.02;KG
793437;895151;634668;Component 634668;10.20;KG
793438;895151;634697;Component 634697;1.02;KG
793439;895151;645076;Component 645076;71.40;KG
793440;895151;645612;Component 645612;102.00;KG
793441;895151;648696;Component 648696;40.80;KG
793442;895151;660247;Component 660247;30.60;KG
793443;895151;695111;Component 695111;5.10;KG
793444;895151;695130;Component 695130;35.70;KG
793445;895151;695169;Component 695169;2.55;KG
793446;895151;695178;Component 695178;1.02;KG
793447;895151;695189;Component 695189;3.09;KG
793448;895151;99002050;Component 99002050;705.33;L
793449;895152;602201;Component 602201;10.20;KG
793450;895152;608636;Component 608636;1.02;KG
793451;895152;634668;Component 634668;10.20;KG
793452;895152;634697;Component 634697;1.02;KG
793453;895152;645076;Component 645076;71.40;KG
793454;895152;645612;Component 645612;102.00;KG
793455;895152;648696;Component 648696;40.80;KG
793456;895152;660247;Component 660247;30.60;KG
793457;895152;695111;Component 695111;5.10;KG
793458;895152;695130;Component 695130;35.70;KG
793459;895152;695169;Component 695169;2.55;KG
793460;895152;695188;Component 695188;3.09;KG
793461;895152;695191;Component 695191;1.02;KG
793462;895152;99002050;Component 99002050;705.33;L
793463;895153;608290;Component 608290;40.80;KG
793464;895153;608636;Component 608636;1.02;KG
793465;895153;610166;Component 610166;30.60;KG
793466;895153;610443;Component 610443;1.53;KG
793467;895153;633562;Component 633562;5.10;KG
793468;895153;634668;Component 634668;10.20;KG
793469;895153;634697;Component 634697;1.02;KG
793470;895153;645076;Component 645076;30.60;KG
793471;895153;645098;Component 645098;51.00;KG
793472;895153;645612;Component 645612;30.60;KG
793473;895153;645688;Component 645688;1.53;KG
793474;895153;645697;Component 645697;0.51;KG
793475;895153;660247;Component 660247;51.00;KG
793476;895153;684611;Component 684611;7.14;KG
793477;895153;695169;Component 695169;2.55;KG
793478;895153;695190;Component 695190;3.06;KG
793479;895153;695192;Component 695192;1.02;KG
793480;895153;99002050;Component 99002050;750.72;L
793481;895154;608290;Component 608290;40.80;KG
793482;895154;608636;Component 608636;1.02;KG
793483;895154;610166;Component 610166;30.60;KG
793484;895154;610443;Component 610443;1.53;KG
793485;895154;633562;Component 633562;5.10;KG
793486;895154;634668;Component 634668;10.20;KG
793487;895154;634697;Component 634697;1.02;KG
793488;895154;645076;Component 645076;30.60;KG
793489;895154;645098;Component 645098;51.00;KG
793490;895154;645612;Component 645612;30.60;KG
793491;895154;645688;Component 645688;1.53;KG
793492;895154;645697;Component 645697;0.51;KG
793493;895154;660247;Component 660247;51.00;KG
793494;895154;684611;Component 684611;7.14;KG
793495;895154;695169;Component 695169;2.55;KG
793496;895154;695178;Component 695178;1.02;KG
793497;895154;695189;Component 695189;3.06;KG
793498;895154;99002050;Component 99002050;750.72;L
793499;895155;608290;Component 608290;40.80;KG
793500;895155;608636;Component 608636;1.02;KG
793501;895155;610166;Component 610166;30.60;KG
793502;895155;610443;Component 610443;1.53;KG
793503;895155;633562;Component 633562;5.10;KG
793504;895155;634668;Component 634668;10.20;KG
793505;895155;634697;Component 634697;1.02;KG
793506;895155;645076;Component 645076;30.60;KG
793507;895155;645098;Component 645098;51.00;KG
793508;895155;645612;Component 645612;30.60;KG
793509;895155;645688;Component 645688;1.53;KG
793510;895155;645697;Component 645697;0.51;KG
793511;895155;660247;Component 660247;51.00;KG
793512;895155;684611;Component 684611;7.14;KG
793513;895155;695169;Component 695169;2.55;KG
793514;895155;695188;Component 695188;3.06;KG
793515;895155;695191;Component 695191;1.02;KG
793516;895155;99002050;Component 99002050;750.72;L
793517;895156;608636;Component 608636;1.02;KG
793518;895156;610162;Component 610162;40.80;KG
793519;895156;630256;Component 630256;51.00;KG
793520;895156;633562;Component 633562;5.10;KG
793521;895156;634668;Component 634668;8.16;KG
793522;895156;634697;Component 634697;1.02;KG
793523;895156;645088;Component 645088;51.00;KG
793524;895156;645098;Component 645098;61.20;KG
793525;895156;648696;Component 648696;51.00;KG
793526;895156;660247;Component 660247;51.00;KG
793527;895156;684611;Component 684611;5.10;KG
793528;895156;695133;Component 695133;10.20;KG
793529;895156;695140;Component 695140;51.00;KG
793530;895156;695171;Component 695171;6.12;KG
793531;895156;695193;Component 695193;5.10;KG
793532;895156;695194;Component 695194;0.51;KG
793533;895156;695195;Component 695195;0.20;KG
793534;895156;695196;Component 695196;3.26;G
793535;895156;695197;Component 695197;2.55;KG
793536;895156;695198;Component 695198;3.06;KG
793537;895156;695201;Component 695201;10.20;KG
793538;895156;99002050;Component 99002050;604.65;L
793539;895157;608636;Component 608636;1.02;KG
793540;895157;610166;Component 610166;30.60;KG
793541;895157;610443;Component 610443;2.04;KG
793542;895157;633562;Component 633562;5.10;KG
793543;895157;634668;Component 634668;8.16;KG
793544;895157;634697;Component 634697;1.02;KG
793545;895157;645088;Component 645088;51.00;KG
793546;895157;645098;Component 645098;61.20;KG
793547;895157;645688;Component 645688;2.04;KG
793548;895157;660247;Component 660247;51.00;KG
793549;895157;684611;Component 684611;25.50;KG
793550;895157;695105;Component 695105;30.60;KG
793551;895157;695115;Component 695115;5.10;KG
793552;895157;695133;Component 695133;6.12;KG
793553;895157;695193;Component 695193;5.10;KG
793554;895157;695194;Component 695194;0.51;KG
793555;895157;695195;Component 695195;0.20;KG
793556;895157;695196;Component 695196;2.04;G
793557;895157;695197;Component 695197;3.06;KG
793558;895157;695199;Component 695199;3.06;KG
793559;895157;695201;Component 695201;10.20;KG
793560;895157;99002050;Component 99002050;717.36;L
793561;895160;610443;Component 610443;1.02;KG
793562;895160;634615;Component 634615;71.40;KG
793563;895160;60005731;Component 60005731;10.20;KG
793564;895160;638456;Component 638456;5.10;KG
793565;895160;645098;Component 645098;61.20;KG
793566;895160;645688;Component 645688;1.73;KG
793567;895160;648696;Component 648696;81.60;KG
793568;895160;660247;Component 660247;30.60;KG
793569;895160;695194;Component 695194;0.51;KG
793570;895160;695195;Component 695195;0.20;KG
793571;895160;695196;Component 695196;0.81;G
793572;895160;695197;Component 695197;2.04;KG
793573;895160;695201;Component 695201;1.02;KG
793574;895160;99002050;Component 99002050;753.37;L
793575;895161;645000;Component 645000;51.00;KG
793576;895161;645006;Component 645006;10.20;KG
793577;895161;660247;Component 660247;51.00;KG
793578;895161;695013;Component 695013;10.20;KG
793579;895161;695194;Component 695194;1.02;KG
793580;895161;695196;Component 695196;0.40;G
793581;895161;695197;Component 695197;1.02;KG
793582;895161;695201;Component 695201;1.02;KG
793583;895161;99002050;Component 99002050;894.49;L
793584;895162;608636;Component 608636;1.53;KG
793585;895162;633341;Component 633341;35.70;KG
793586;895162;634668;Component 634668;7.14;KG
793587;895162;634697;Component 634697;1.53;KG
793588;895162;645098;Component 645098;81.60;KG
793589;895162;648696;Component 648696;30.60;KG
793590;895162;660247;Component 660247;51.00;KG
793591;895162;684611;Component 684611;35.70;KG
793592;895162;685022;Component 685022;10.20;KG
793593;895162;695015;Component 695015;10.20;KG
793594;895162;695196;Component 695196;0.81;G
793595;895162;695197;Component 695197;2.04;KG
793596;895162;695201;Component 695201;1.02;KG
793597;895162;695202;Component 695202;7.14;KG
793598;895162;99002050;Component 99002050;744.60;L
793599;895163;608290;Component 608290;142.80;KG
793600;895163;630215;Component 630215;20.40;KG
793601;895163;631001;Component 631001;5.10;KG
793602;895163;631041;Component 631041;10.20;KG
793603;895163;633630;Component 633630;102.00;KG
793604;895163;633672;Component 633672;91.80;KG
793605;895163;634697;Component 634697;1.02;KG
793606;895163;638645;Component 638645;81.60;KG
793607;895163;638646;Component 638646;40.80;KG
793608;895163;638647;Component 638647;183.60;KG
793609;895163;638698;Component 638698;61.20;KG
793610;895163;645088;Component 645088;45.90;KG
793611;895163;645611;Component 645611;189.00;KG
793612;895163;645697;Component 645697;0.20;KG
793613;895163;648695;Component 648695;20.40;KG
793614;895163;685644;Component 685644;15.30;KG
793615;895163;695053;Component 695053;2.55;KG
793616;895163;695203;Component 695203;6.12;KG
793617;895164;608290;Component 608290;142.80;KG
793618;895164;630215;Component 630215;20.40;KG
793619;895164;633630;Component 633630;102.00;KG
793620;895164;633672;Component 633672;91.80;KG
793621;895164;645697;Component 645697;0.20;KG
793622;895164;634697;Component 634697;1.02;KG
793623;895164;638645;Component 638645;81.60;KG
793624;895164;638646;Component 638646;40.80;KG
793625;895164;638647;Component 638647;183.60;KG
793626;895164;638698;Component 638698;71.40;KG
793627;895164;645088;Component 645088;15.30;KG
793628;895164;645501;Component 645501;5.10;KG
793629;895164;645611;Component 645611;189.51;KG
793630;895164;648695;Component 648695;10.20;KG
793631;895164;695069;Component 695069;1.04;KG
793632;895164;695095;Component 695095;51.00;KG
793633;895164;695097;Component 695097;12.24;KG
793634;1086910;700541;Component 700541;0.04;TKO
793635;1086910;718286;Component 718286;1.01;TKO
793636;1086910;720126;Component 720126;21.31;KOM
793637;1086910;737453;Component 737453;1.02;TKO
793638;1086910;745282;Component 745282;35.40;M
793639;1086910;745395;Component 745395;0.27;KG
793640;1086910;745925;Component 745925;1.02;KG
793641;1086910;795149;Component 795149;0.17;TKO
793642;1086910;795485;Component 795485;1.01;TKO
793643;1086910;795489;Component 795489;1.01;TKO
793644;1086910;855456;Component 855456;262.00;KG
793645;1086928;700541;Component 700541;0.04;TKO
793646;1086928;718287;Component 718287;1.01;TKO
793647;1086928;720126;Component 720126;21.31;KOM
793648;1086928;737453;Component 737453;1.02;TKO
793649;1086928;745282;Component 745282;35.40;M
793650;1086928;745395;Component 745395;0.27;KG
793651;1086928;745925;Component 745925;1.02;KG
793652;1086928;795149;Component 795149;0.17;TKO
793653;1086928;795486;Component 795486;1.01;TKO
793654;1086928;795489;Component 795489;1.01;TKO
793655;1086928;855468;Component 855468;264.00;KG
793656;1179349;700540;Component 700540;0.17;TKO
793657;1179349;700541;Component 700541;0.02;TKO
793658;1179349;733148;Component 733148;12.00;KOM
793659;1179349;737323;Component 737323;1.01;TKO
793660;1179349;741051;Component 741051;1.01;TKO
793661;1179349;745282;Component 745282;20.40;M
793662;1179349;745395;Component 745395;0.51;KG
793663;1179349;745925;Component 745925;0.97;KG
793664;1179349;754034;Component 754034;1.01;TKO
793665;1179349;855150;Component 855150;69.36;KG
793666;1224425;80006690;Component 80006690;108.37;KG
793667;1224425;739023;Component 739023;1.02;TKO
793668;1224425;741437;Component 741437;1.02;TKO
793669;1224425;737544;Component 737544;1.02;TKO
793670;1224425;70020810;Component 70020810;85.06;KOM
793671;1224425;700541;Component 700541;1.0e-03;TKO
793672;1224425;745395;Component 745395;0.25;KG
793673;1224425;795640;Component 795640;1.02;KOM
793674;1224425;700540;Component 700540;0.08;TKO
793675;1224603;700540;Component 700540;0.17;TKO
793676;1224603;700541;Component 700541;6.0e-03;TKO
793677;1224603;732798;Component 732798;3.00;KOM
793678;1224603;737452;Component 737452;1.02;TKO
793679;1224603;743175;Component 743175;1.02;TKO
793680;1224603;745282;Component 745282;3.50;M
793681;1224603;745395;Component 745395;0.06;KG
793682;1224603;746896;Component 746896;2.34;KG
793683;1224603;844916;Component 844916;32.13;KG
793684;1224611;700540;Component 700540;0.17;TKO
793685;1224611;700541;Component 700541;6.0e-03;TKO
793686;1224611;732798;Component 732798;2.40;KOM
793687;1224611;737479;Component 737479;1.02;TKO
793688;1224611;743149;Component 743149;1.02;TKO
793689;1224611;745282;Component 745282;3.10;M
793690;1224611;745395;Component 745395;0.05;KG
793691;1224611;746896;Component 746896;2.34;KG
793692;1224611;844921;Component 844921;32.64;KG
793693;1224620;700540;Component 700540;0.17;TKO
793694;1224620;700541;Component 700541;0.04;TKO
793695;1224620;732807;Component 732807;21.00;KOM
793696;1224620;736220;Component 736220;1.02;TKO
793697;1224620;740560;Component 740560;1.02;TKO
793698;1224620;744838;Component 744838;1.02;TKO
793699;1224620;745282;Component 745282;20.40;M
793700;1224620;745395;Component 745395;0.15;KG
793701;1224620;746762;Component 746762;0.41;KG
793702;1224620;844923;Component 844923;120.90;KG
793703;1224638;700540;Component 700540;0.12;TKO
793704;1224638;700541;Component 700541;0.02;TKO
793705;1224638;732968;Component 732968;10.60;KOM
793706;1224638;743971;Component 743971;0.12;TKO
793707;1224638;745282;Component 745282;17.00;M
793708;1224638;745395;Component 745395;0.15;KG
793709;1224638;745534;Component 745534;1.02;TKO
793710;1224638;745925;Component 745925;0.91;KG
793711;1224638;844922;Component 844922;100.70;KG
793712;1901125;895065;Component 895065;74.59;KG
793713;1901125;795449;Component 795449;1.02;TKO
793714;1901125;795450;Component 795450;1.02;TKO
793715;1901125;745759;Component 745759;91.80;M
793716;1901125;745762;Component 745762;0.30;KG
793717;1901125;700540;Component 700540;0.10;TKO
793718;1901125;700541;Component 700541;0.01;TKO
793719;1901125;745282;Component 745282;10.92;M
793720;1901125;745395;Component 745395;0.10;KG
793721;1901125;795317;Component 795317;8.56;KOM
793722;1901362;700541;Component 700541;0.06;TKO
793723;1901362;745282;Component 745282;42.78;M
793724;1901362;795149;Component 795149;0.06;TKO
793725;1901362;795482;Component 795482;1.02;TKO
793726;1901362;795483;Component 795483;1.02;TKO
793727;1901362;795494;Component 795494;1.02;TKO
793728;1901362;795497;Component 795497;1.02;TKO
793729;1901362;795498;Component 795498;1.02;TKO
793730;1901362;795502;Component 795502;0.06;TKO
793731;1901362;795503;Component 795503;0.03;TKO
793732;1901362;795647;Component 795647;0.30;KG
793733;1901362;895071;Component 895071;102.51;KG
793734;1901371;700541;Component 700541;0.12;TKO
793735;1901371;745282;Component 745282;85.56;M
793736;1901371;795149;Component 795149;0.12;TKO
793737;1901371;795483;Component 795483;1.02;TKO
793738;1901371;795484;Component 795484;1.02;TKO
793739;1901371;795494;Component 795494;1.02;TKO
793740;1901371;795495;Component 795495;1.02;TKO
793741;1901371;795498;Component 795498;1.02;TKO
793742;1901371;795500;Component 795500;1.02;TKO
793743;1901371;795501;Component 795501;0.12;TKO
793744;1901371;795503;Component 795503;0.06;TKO
793745;1901371;795647;Component 795647;0.62;KG
793746;1901371;895071;Component 895071;102.51;KG
793747;1901389;700541;Component 700541;0.06;TKO
793748;1901389;745282;Component 745282;42.78;M
793749;1901389;795149;Component 795149;0.06;TKO
793750;1901389;795479;Component 795479;1.02;TKO
793751;1901389;795480;Component 795480;1.02;TKO
793752;1901389;795494;Component 795494;1.02;TKO
793753;1901389;795497;Component 795497;1.02;TKO
793754;1901389;795498;Component 795498;1.02;TKO
793755;1901389;795502;Component 795502;0.06;TKO
793756;1901389;795503;Component 795503;0.03;TKO
793757;1901389;795647;Component 795647;0.30;KG
793758;1901389;895070;Component 895070;102.51;KG
793759;1901397;700541;Component 700541;0.12;TKO
793760;1901397;745282;Component 745282;85.56;M
793761;1901397;795149;Component 795149;0.12;TKO
793762;1901397;795480;Component 795480;1.02;TKO
793763;1901397;795481;Component 795481;1.02;TKO
793764;1901397;795494;Component 795494;1.02;TKO
793765;1901397;795495;Component 795495;1.02;TKO
793766;1901397;795498;Component 795498;1.02;TKO
793767;1901397;795500;Component 795500;1.02;TKO
793768;1901397;795501;Component 795501;0.12;TKO
793769;1901397;795503;Component 795503;0.06;TKO
793770;1901397;795647;Component 795647;0.62;KG
793771;1901397;895070;Component 895070;102.51;KG
793772;1901591;700540;Component 700540;0.17;TKO
793773;1901591;700541;Component 700541;0.03;TKO
793774;1901591;732905;Component 732905;14.17;KOM
793775;1901591;742395;Component 742395;1.02;TKO
793776;1901591;745282;Component 745282;20.07;M
793777;1901591;745395;Component 745395;0.14;KG
793778;1901591;745761;Component 745761;53.04;M
793779;1901591;746762;Component 746762;0.81;KG
793780;1901591;795528;Component 795528;1.02;TKO
793781;1901591;795529;Component 795529;1.02;TKO
793782;1901591;795530;Component 795530;1.02;TKO
793783;1901591;795531;Component 795531;1.02;TKO
793784;1901591;895074;Component 895074;52.00;KG
793785;1901605;700540;Component 700540;0.17;TKO
793786;1901605;700541;Component 700541;0.03;TKO
793787;1901605;732905;Component 732905;14.17;KOM
793788;1901605;742395;Component 742395;1.02;TKO
793789;1901605;745282;Component 745282;20.07;M
793790;1901605;745395;Component 745395;0.14;KG
793791;1901605;745761;Component 745761;53.04;M
793792;1901605;746762;Component 746762;0.81;KG
793793;1901605;795528;Component 795528;1.02;TKO
793794;1901605;795529;Component 795529;1.02;TKO
793795;1901605;795532;Component 795532;1.02;TKO
793796;1901605;795533;Component 795533;1.02;TKO
793797;1901605;895075;Component 895075;52.00;KG
793798;1901630;700540;Component 700540;0.08;TKO
793799;1901630;700541;Component 700541;1.0e-03;TKO
793800;1901630;744964;Component 744964;0.81;KOM
793801;1901630;745341;Component 745341;0.56;KG
793802;1901630;745395;Component 745395;0.20;KG
793803;1901630;795504;Component 795504;1.02;TKO
793804;1901630;795505;Component 795505;1.02;TKO
793805;1901630;795638;Component 795638;1.53;KOM
793806;1901630;855792;Component 855792;95.98;KG
793807;1902041;700540;Component 700540;0.17;TKO
793808;1902041;700541;Component 700541;0.02;TKO
793809;1902041;733148;Component 733148;11.42;KOM
793810;1902041;745282;Component 745282;20.80;M
793811;1902041;745395;Component 745395;0.51;KG
793812;1902041;745925;Component 745925;0.96;KG
793813;1902041;754034;Component 754034;1.02;TKO
793814;1902041;795573;Component 795573;1.02;TKO
793815;1902041;795574;Component 795574;1.02;TKO
793816;1902041;895090;Component 895090;75.17;KG
793817;1902059;700541;Component 700541;3.0e-03;TKO
793818;1902059;895085;Component 895085;5.44;KG
793819;1902148;700540;Component 700540;0.10;TKO
793820;1902148;700541;Component 700541;0.01;TKO
793821;1902148;745282;Component 745282;10.92;M
793822;1902148;745395;Component 745395;0.10;KG
793823;1902148;745759;Component 745759;91.80;M
793824;1902148;745762;Component 745762;0.30;KG
793825;1902148;795317;Component 795317;8.56;KOM
793826;1902148;795589;Component 795589;1.02;TKO
793827;1902148;795590;Component 795590;1.02;TKO
793828;1902148;80006704;Component 80006704;74.59;KG
793829;1902148;795980;Component 795980;0.02;KOM
793830;1902148;795737;Component 795737;4.0e-03;KOM
793831;1902156;700540;Component 700540;0.17;TKO
793832;1902156;700541;Component 700541;0.04;TKO
793833;1902156;720126;Component 720126;21.31;KOM
793834;1902156;737453;Component 737453;1.02;TKO
793835;1902156;745282;Component 745282;38.88;M
793836;1902156;745395;Component 745395;0.27;KG
793837;1902156;745925;Component 745925;1.02;KG
793838;1902156;795489;Component 795489;1.02;TKO
793839;1902156;795591;Component 795591;1.02;TKO
793840;1902156;795592;Component 795592;1.02;TKO
793841;1902156;895097;Component 895097;265.20;KG
793842;1902202;700541;Component 700541;0.08;TKO
793843;1902202;745282;Component 745282;39.10;M
793844;1902202;745395;Component 745395;0.27;KG
793845;1902202;745475;Component 745475;0.96;KG
793846;1902202;795070;Component 795070;1.02;TKO
793847;1902202;795083;Component 795083;42.53;KOM
793848;1902202;795149;Component 795149;0.17;TKO
793849;1902202;795606;Component 795606;1.02;TKO
793850;1902202;795607;Component 795607;1.02;TKO
793851;1902202;795654;Component 795654;1.02;TKO
793852;1902202;895009;Component 895009;249.90;KG
793853;1902211;700540;Component 700540;0.10;TKO
793854;1902211;700541;Component 700541;0.01;TKO
793855;1902211;745282;Component 745282;10.92;M
793856;1902211;745395;Component 745395;0.10;KG
793857;1902211;745759;Component 745759;91.80;M
793858;1902211;745762;Component 745762;0.30;KG
793859;1902211;795317;Component 795317;8.56;KOM
793860;1902211;795608;Component 795608;1.02;TKO
793861;1902211;795609;Component 795609;1.02;TKO
793862;1902211;80006704;Component 80006704;74.59;KG
793863;1902211;795980;Component 795980;0.02;KOM
793864;1902211;795737;Component 795737;4.0e-03;KOM
793865;1902288;700540;Component 700540;0.20;TKO
793866;1902288;700541;Component 700541;0.05;TKO
793867;1902288;745282;Component 745282;42.87;M
793868;1902288;745395;Component 745395;0.23;KG
793869;1902288;745475;Component 745475;1.02;KG
793870;1902288;795618;Component 795618;1.02;TKO
793871;1902288;795619;Component 795619;1.02;TKO
793872;1902288;795620;Component 795620;1.02;TKO
793873;1902288;795621;Component 795621;1.02;TKO
793874;1902288;795660;Component 795660;25.50;KOM
793875;1902288;895102;Component 895102;201.96;KG
793876;1902296;700540;Component 700540;0.20;TKO
793877;1902296;700541;Component 700541;0.05;TKO
793878;1902296;745282;Component 745282;42.87;M
793879;1902296;745395;Component 745395;0.23;KG
793880;1902296;745475;Component 745475;1.02;KG
793881;1902296;795618;Component 795618;1.02;TKO
793882;1902296;795623;Component 795623;1.02;TKO
793883;1902296;795624;Component 795624;1.02;TKO
793884;1902296;795625;Component 795625;1.02;TKO
793885;1902296;795660;Component 795660;25.50;KOM
793886;1902296;895098;Component 895098;173.40;KG
793887;1902300;700540;Component 700540;0.20;TKO
793888;1902300;700541;Component 700541;0.05;TKO
793889;1902300;745282;Component 745282;42.87;M
793890;1902300;745395;Component 745395;0.23;KG
793891;1902300;745475;Component 745475;1.02;KG
793892;1902300;795618;Component 795618;1.02;TKO
793893;1902300;795626;Component 795626;1.02;TKO
793894;1902300;795627;Component 795627;1.02;TKO
793895;1902300;795628;Component 795628;1.02;TKO
793896;1902300;795660;Component 795660;25.50;KOM
793897;1902300;895101;Component 895101;201.55;KG
793898;1902318;700540;Component 700540;0.20;TKO
793899;1902318;700541;Component 700541;0.05;TKO
793900;1902318;745282;Component 745282;42.87;M
793901;1902318;745395;Component 745395;0.23;KG
793902;1902318;745475;Component 745475;1.02;KG
793903;1902318;795618;Component 795618;1.02;TKO
793904;1902318;795626;Component 795626;1.02;TKO
793905;1902318;795629;Component 795629;1.02;TKO
793906;1902318;795630;Component 795630;1.02;TKO
793907;1902318;795660;Component 795660;25.50;KOM
793908;1902318;895100;Component 895100;201.75;KG
793909;1902326;700540;Component 700540;0.20;TKO
793910;1902326;700541;Component 700541;0.05;TKO
793911;1902326;745282;Component 745282;42.87;M
793912;1902326;745395;Component 745395;0.23;KG
793913;1902326;745475;Component 745475;1.02;KG
793914;1902326;795618;Component 795618;1.02;TKO
793915;1902326;795626;Component 795626;1.02;TKO
793916;1902326;795631;Component 795631;1.02;TKO
793917;1902326;795632;Component 795632;1.02;TKO
793918;1902326;795660;Component 795660;25.50;KOM
793919;1902326;895099;Component 895099;201.55;KG
793920;1902334;700540;Component 700540;0.20;TKO
793921;1902334;700541;Component 700541;0.03;TKO
793922;1902334;732872;Component 732872;17.34;KOM
793923;1902334;745282;Component 745282;23.00;M
793924;1902334;745395;Component 745395;0.25;KG
793925;1902334;745475;Component 745475;0.66;KG
793926;1902334;745760;Component 745760;107.10;M
793927;1902334;795642;Component 795642;1.02;TKO
793928;1902334;795643;Component 795643;1.02;TKO
793929;1902334;80006705;Component 80006705;249.90;KG
793930;1902334;795980;Component 795980;0.04;KOM
793931;1902334;795737;Component 795737;9.0e-03;KOM
793932;1902342;700540;Component 700540;0.10;TKO
793933;1902342;700541;Component 700541;0.01;TKO
793934;1902342;745282;Component 745282;10.92;M
793935;1902342;745395;Component 745395;0.10;KG
793936;1902342;745759;Component 745759;91.80;M
793937;1902342;745762;Component 745762;0.30;KG
793938;1902342;795317;Component 795317;8.56;KOM
793939;1902342;795644;Component 795644;1.02;TKO
793940;1902342;795645;Component 795645;1.02;TKO
793941;1902342;80006705;Component 80006705;74.97;KG
793942;1902342;795980;Component 795980;0.02;KOM
793943;1902342;795737;Component 795737;4.0e-03;KOM
793944;1902351;700541;Component 700541;2.0e-03;TKO
793945;1902351;795646;Component 795646;81.60;M
793946;1902351;855095;Component 855095;2.75;KG
793947;1902369;700540;Component 700540;0.08;TKO
793948;1902369;700541;Component 700541;1.0e-03;TKO
793949;1902369;744964;Component 744964;0.81;KOM
793950;1902369;745341;Component 745341;0.56;KG
793951;1902369;745395;Component 745395;0.20;KG
793952;1902369;795638;Component 795638;1.53;KOM
793953;1902369;795648;Component 795648;1.02;TKO
793954;1902369;795649;Component 795649;1.02;TKO
793955;1902369;895092;Component 895092;96.39;KG
793956;1902369;70021174;Component 70021174;0.37;KOM
793957;1902377;700540;Component 700540;0.08;TKO
793958;1902377;700541;Component 700541;1.0e-03;TKO
793959;1902377;744964;Component 744964;0.81;KOM
793960;1902377;745341;Component 745341;0.56;KG
793961;1902377;745395;Component 745395;0.20;KG
793962;1902377;795638;Component 795638;1.53;KOM
793963;1902377;795650;Component 795650;1.02;TKO
793964;1902377;795651;Component 795651;1.02;TKO
793965;1902377;895030;Component 895030;100.60;KG
793966;1902377;70021174;Component 70021174;0.37;KOM
793967;1902385;700540;Component 700540;0.08;TKO
793968;1902385;700541;Component 700541;1.0e-03;TKO
793969;1902385;744964;Component 744964;0.81;KOM
793970;1902385;745341;Component 745341;0.56;KG
