BOMS_ID;PRDCT;CMPNT;CMPNT_DSCR;CMPNT_BRTT_QTY;CMPNT_BRTT_QTY_UNT
791955;855027;602201;Component 602201;7.14;KG
791956;855027;610162;Component 610162;20.40;KG
791957;855027;610228;Component 610228;40.80;KG
791958;855027;610443;Component 610443;2.04;KG
791959;855027;630256;Component 630256;61.20;KG
791960;855027;631041;Component 631041;6.17;KG
791961;855027;638456;Component 638456;3.06;KG
791962;855027;644805;Component 644805;51.00;KG
791963;855027;645076;Component 645076;10.20;KG
791964;855027;645614;Component 645614;183.60;KG
791965;855027;645697;Component 645697;0.51;KG
791966;855027;648425;Component 648425;5.10;KG
791967;855027;648639;Component 648639;51.00;KG
791968;855027;660247;Component 660247;51.00;KG
791969;855027;684651;Component 684651;1.02;KG
791970;855027;685694;Component 685694;10.20;KG
791971;855027;99002050;Component 99002050;515.55;L
791972;855036;605011;Component 605011;6.12;KG
791973;855036;608636;Component 608636;0.51;KG
791974;855036;610262;Component 610262;46.10;KG
791975;855036;610443;Component 610443;10.20;KG
791976;855036;645006;Component 645006;10.20;KG
791977;855036;645685;Component 645685;5.10;KG
791978;855036;660048;Component 660048;153.00;KG
791979;855036;695090;Component 695090;3.0e-03;KG
791980;855036;695160;Component 695160;2.85;KG
791981;855036;695187;Component 695187;40.80;KG
791982;855036;99002050;Component 99002050;745.10;L
791983;855041;607274;Component 607274;0.10;KG
791984;855041;609206;Component 609206;10.20;KG
791985;855041;634056;Component 634056;0.20;KG
791986;855041;638608;Component 638608;2.04;KG
791987;855041;645007;Component 645007;6.12;KG
791988;855041;645678;Component 645678;8.16;KG
791989;855041;645681;Component 645681;30.60;KG
791990;855041;695160;Component 695160;0.30;KG
791991;855041;99002050;Component 99002050;962.26;L
791992;855042;605218;Component 605218;5.10;KG
791993;855042;607128;Component 607128;0.20;KG
791994;855042;608636;Component 608636;3.06;KG
791995;855042;610174;Component 610174;5.10;KG
791996;855042;610186;Component 610186;7.14;KG
791997;855042;610443;Component 610443;5.71;KG
791998;855042;630256;Component 630256;51.00;KG
791999;855042;634668;Component 634668;5.10;KG
792000;855042;645016;Component 645016;20.40;KG
792001;855042;645088;Component 645088;20.40;KG
792002;855042;645501;Component 645501;102.00;KG
792003;855042;645697;Component 645697;0.51;KG
792004;855042;648668;Component 648668;71.40;KG
792005;855042;648695;Component 648695;5.10;KG
792006;855042;660247;Component 660247;51.00;KG
792007;855042;685037;Component 685037;51.00;KG
792008;855042;685621;Component 685621;30.60;KG
792009;855042;695159;Component 695159;3.06;KG
792010;855042;99002050;Component 99002050;582.11;L
792011;855049;602066;Component 602066;3.57;KG
792012;855049;607350;Component 607350;2.55;KG
792013;855049;610167;Component 610167;10.20;KG
792014;855049;644262;Component 644262;2.04;KG
792015;855049;633870;Component 633870;10.20;KG
792016;855049;645026;Component 645026;3.57;KG
792017;855049;648000;Component 648000;3.06;KG
792018;855049;685648;Component 685648;25.50;KG
792019;855049;695007;Component 695007;183.60;KG
792020;855049;695039;Component 695039;1.02;KG
792021;855049;695137;Component 695137;5.10;KG
792022;855049;695180;Component 695180;70.58;KG
792023;855049;99002050;Component 99002050;699.00;L
792024;855090;607656;Component 607656;2.55;KG
792025;855090;638608;Component 638608;1.02;KG
792026;855090;645000;Component 645000;51.00;KG
792027;855090;645006;Component 645006;15.30;KG
792028;855090;648001;Component 648001;0.51;KG
792029;855090;648601;Component 648601;1.02;KG
792030;855090;660048;Component 660048;163.20;KG
792031;855090;685696;Component 685696;1.53;KG
792032;855090;99002050;Component 99002050;783.87;L
792033;855091;607350;Component 607350;3.16;KG
792034;855091;632781;Component 632781;10.20;KG
792035;855091;634668;Component 634668;10.20;KG
792036;855091;641735;Component 641735;10.20;KG
792037;855091;645025;Component 645025;61.20;KG
792038;855091;648001;Component 648001;1.02;KG
792039;855091;648602;Component 648602;10.20;KG
792040;855091;695007;Component 695007;183.60;KG
792041;855091;695015;Component 695015;204.00;KG
792042;855091;695016;Component 695016;25.50;KG
792043;855091;99002050;Component 99002050;500.71;L
792044;855093;606274;Component 606274;26.00;KG
792045;855093;606734;Component 606734;72.80;KG
792046;855093;619084;Component 619084;182.00;KG
792047;855093;627956;Component 627956;15.60;KG
792048;855093;627969;Component 627969;15.60;KG
792049;855093;627994;Component 627994;4.16;KG
792050;855093;695195;Component 695195;0.51;KG
792051;855093;645401;Component 645401;5.10;KG
792052;855093;645611;Component 645611;344.25;KG
792053;855093;648001;Component 648001;3.06;KG
792054;855093;695146;Component 695146;357.00;KG
792055;855094;607350;Component 607350;0.61;KG
792056;855094;633675;Component 633675;81.60;KG
792057;855094;634668;Component 634668;6.12;KG
792058;855094;648001;Component 648001;1.02;KG
792059;855094;648601;Component 648601;2.04;KG
792060;855094;648696;Component 648696;81.60;KG
792061;855094;660247;Component 660247;30.60;KG
792062;855094;684611;Component 684611;10.20;KG
792063;855094;684687;Component 684687;30.60;KG
792064;855094;99002050;Component 99002050;775.60;L
792065;855095;605447;Component 605447;0.81;KG
792066;855095;607656;Component 607656;3.06;KG
792067;855095;608636;Component 608636;2.04;KG
792068;855095;610174;Component 610174;30.60;KG
792069;855095;610228;Component 610228;51.00;KG
792070;855095;630256;Component 630256;71.40;KG
792071;855095;634697;Component 634697;1.02;KG
792072;855095;638608;Component 638608;2.04;KG
792073;855095;645050;Component 645050;61.20;KG
792074;855095;645670;Component 645670;8.16;KG
792075;855095;648001;Component 648001;1.02;KG
792076;855095;648601;Component 648601;2.04;KG
792077;855095;99002050;Component 99002050;785.60;L
792078;855150;608288;Component 608288;20.40;KG
792079;855150;615202;Component 615202;510.00;KG
792080;855150;636658;Component 636658;8.00;KOM
792081;855150;660048;Component 660048;489.60;KG
792082;855456;602066;Component 602066;1.16;KG
792083;855456;607359;Component 607359;0.67;KG
792084;855456;629004;Component 629004;1.02;G
792085;855456;634056;Component 634056;0.20;KG
792086;855456;634084;Component 634084;61.20;KG
792087;855456;648427;Component 648427;4.08;KG
792088;855456;648647;Component 648647;7.14;KG
792089;855456;685648;Component 685648;15.30;KG
792090;855456;685678;Component 685678;285.60;KG
792091;855456;695007;Component 695007;73.44;KG
792092;855456;99002050;Component 99002050;571.19;L
792093;855457;602066;Component 602066;14.28;KG
792094;855457;607359;Component 607359;0.16;KG
792095;855457;618081;Component 618081;3.31;KG
792096;855457;634056;Component 634056;0.20;KG
792097;855457;634084;Component 634084;56.10;KG
792098;855457;634691;Component 634691;25.50;KG
792099;855457;648427;Component 648427;2.04;KG
792100;855457;685622;Component 685622;71.40;KG
792101;855457;685678;Component 685678;224.40;KG
792102;855457;695137;Component 695137;3.06;KG
792103;855457;99002050;Component 99002050;619.53;L
792104;855468;602066;Component 602066;9.69;KG
792105;855468;607359;Component 607359;0.91;KG
792106;855468;634056;Component 634056;0.20;KG
792107;855468;634084;Component 634084;51.00;KG
792108;855468;648095;Component 648095;5.10;KG
792109;855468;648203;Component 648203;30.60;KG
792110;855468;685008;Component 685008;4.08;KG
792111;855468;685627;Component 685627;40.80;KG
792112;855468;685646;Component 685646;204.00;KG
792113;855468;685648;Component 685648;13.26;KG
792114;855468;685678;Component 685678;204.00;KG
792115;855468;685680;Component 685680;10.20;KG
792116;855468;99002050;Component 99002050;446.14;L
792117;855714;605011;Component 605011;2.75;KG
792118;855714;608636;Component 608636;1.02;KG
792119;855714;610262;Component 610262;5.10;KG
792120;855714;610753;Component 610753;1.02;KG
792121;855714;632605;Component 632605;6.12;KG
792122;855714;636658;Component 636658;4.00;KOM
792123;855714;648050;Component 648050;20.40;KG
792124;855714;660048;Component 660048;699.26;KG
792125;855714;99002050;Component 99002050;284.30;L
792126;855715;602903;Component 602903;9.69;KG
792127;855715;605429;Component 605429;81.09;KG
792128;855715;607266;Component 607266;196.86;KG
792129;855715;609600;Component 609600;2.04;KG
792130;855715;610262;Component 610262;67.52;KG
792131;855715;633368;Component 633368;14.48;KG
792132;855715;634615;Component 634615;14.48;KG
792133;855715;645603;Component 645603;28.96;KG
792134;855715;648067;Component 648067;4.69;KG
792135;855715;684644;Component 684644;96.49;KG
792136;855715;684646;Component 684646;61.81;KG
792137;855715;684680;Component 684680;14.48;KG
792138;855715;99002050;Component 99002050;427.38;L
792139;855733;605011;Component 605011;2.75;KG
792140;855733;608636;Component 608636;1.02;KG
792141;855733;610262;Component 610262;5.10;KG
792142;855733;610753;Component 610753;1.02;KG
792143;855733;636658;Component 636658;7.50;KOM
792144;855733;648456;Component 648456;20.40;KG
792145;855733;660048;Component 660048;699.26;KG
792146;855733;99002050;Component 99002050;290.40;L
792147;855786;602066;Component 602066;1.02;KG
792148;855786;605444;Component 605444;1.02;KG
792149;855786;608631;Component 608631;2.04;KG
792150;855786;610262;Component 610262;335.75;KG
792151;855786;612041;Component 612041;2.04;KG
792152;855786;619084;Component 619084;5.10;KG
792153;855786;629402;Component 629402;5.10;G
792154;855786;633102;Component 633102;15.30;KG
792155;855786;633125;Component 633125;10.20;KG
792156;855786;660247;Component 660247;122.40;KG
792157;855786;684603;Component 684603;7.75;KG
792158;855786;695033;Component 695033;16.32;KG
792159;855786;695034;Component 695034;9.69;KG
792160;855786;629004;Component 629004;3.06;G
792161;855786;695157;Component 695157;81.60;KG
792162;855786;695158;Component 695158;107.10;KG
792163;855786;99002050;Component 99002050;302.66;L
792164;855787;602173;Component 602173;2.44;KG
792165;855787;605444;Component 605444;0.81;KG
792166;855787;608631;Component 608631;1.53;KG
792167;855787;610210;Component 610210;30.60;KG
792168;855787;610262;Component 610262;357.00;KG
792169;855787;612041;Component 612041;2.04;KG
792170;855787;619084;Component 619084;7.65;KG
792171;855787;638608;Component 638608;3.06;KG
792172;855787;644107;Component 644107;12.24;KG
792173;855787;660247;Component 660247;153.00;KG
792174;855787;695033;Component 695033;20.40;KG
792175;855787;695034;Component 695034;6.83;KG
792176;855787;695157;Component 695157;173.40;KG
792177;855787;695158;Component 695158;51.00;KG
792178;855787;99002050;Component 99002050;197.98;L
792179;855788;602173;Component 602173;2.44;KG
792180;855788;605444;Component 605444;0.81;KG
792181;855788;608631;Component 608631;1.53;KG
792182;855788;610210;Component 610210;30.60;KG
792183;855788;610262;Component 610262;357.00;KG
792184;855788;612041;Component 612041;2.04;KG
792185;855788;619084;Component 619084;7.65;KG
792186;855788;648040;Component 648040;10.20;KG
792187;855788;660247;Component 660247;153.00;KG
792188;855788;695033;Component 695033;20.40;KG
792189;855788;695034;Component 695034;7.14;KG
792190;855788;695157;Component 695157;173.40;KG
792191;855788;695158;Component 695158;51.00;KG
792192;855788;99002050;Component 99002050;202.77;L
792193;855789;602173;Component 602173;2.44;KG
792194;855789;605444;Component 605444;0.81;KG
792195;855789;608631;Component 608631;1.53;KG
792196;855789;610210;Component 610210;30.60;KG
792197;855789;610262;Component 610262;357.00;KG
792198;855789;612041;Component 612041;2.55;KG
792199;855789;619084;Component 619084;7.65;KG
792200;855789;629402;Component 629402;7.14;G
792201;855789;648601;Component 648601;2.04;KG
792202;855789;660247;Component 660247;153.00;KG
792203;855789;695001;Component 695001;15.30;KG
792204;855789;695033;Component 695033;20.40;KG
792205;855789;695034;Component 695034;6.32;KG
792206;855789;645689;Component 645689;173.40;KG
792207;855789;645690;Component 645690;51.00;KG
792208;855789;99002050;Component 99002050;195.93;L
792209;855792;602173;Component 602173;1.22;KG
792210;855792;605444;Component 605444;1.02;KG
792211;855792;608631;Component 608631;1.53;KG
792212;855792;610262;Component 610262;357.00;KG
792213;855792;612041;Component 612041;2.75;KG
792214;855792;619084;Component 619084;5.10;KG
792215;855792;644347;Component 644347;12.24;KG
792216;855792;648601;Component 648601;2.04;KG
792217;855792;660247;Component 660247;122.40;KG
792218;855792;695033;Component 695033;16.32;KG
792219;855792;695034;Component 695034;8.67;KG
792220;855792;695077;Component 695077;25.50;G
792221;855792;695157;Component 695157;84.15;KG
792222;855792;695158;Component 695158;102.00;KG
792223;855792;99002050;Component 99002050;303.52;L
792224;855797;602173;Component 602173;2.44;KG
792225;855797;602788;Component 602788;20.40;KG
792226;855797;608631;Component 608631;1.53;KG
792227;855797;610210;Component 610210;30.60;KG
792228;855797;610262;Component 610262;357.00;KG
792229;855797;612041;Component 612041;2.55;KG
792230;855797;619084;Component 619084;7.65;KG
792231;855797;638608;Component 638608;3.06;KG
792232;855797;644361;Component 644361;12.24;KG
792233;855797;648601;Component 648601;2.04;KG
792234;855797;660247;Component 660247;153.00;KG
792235;855797;695033;Component 695033;20.40;KG
792236;855797;695034;Component 695034;5.10;KG
792237;855797;695157;Component 695157;173.40;KG
792238;855797;695158;Component 695158;51.00;KG
792239;855797;99002050;Component 99002050;177.58;L
792240;855998;609018;Component 609018;0.20;KG
792241;855998;610262;Component 610262;20.40;KG
792242;855998;632706;Component 632706;1.53;KG
792243;855998;645006;Component 645006;2.04;KG
792244;855998;660048;Component 660048;464.10;KG
792245;855998;660247;Component 660247;10.20;KG
792246;855998;695181;Component 695181;8.16;KG
792247;855998;99002050;Component 99002050;513.36;L
792248;895009;608290;Component 608290;40.80;KG
792249;895009;608636;Component 608636;2.04;KG
792250;895009;630215;Component 630215;5.10;KG
792251;895009;631041;Component 631041;5.10;KG
792252;895009;633562;Component 633562;5.10;KG
792253;895009;634668;Component 634668;5.10;KG
792254;895009;634697;Component 634697;1.02;KG
792255;895009;645098;Component 645098;102.00;KG
792256;895009;645612;Component 645612;20.40;KG
792257;895009;648696;Component 648696;81.60;KG
792258;895009;660247;Component 660247;30.60;KG
792259;895009;684611;Component 684611;3.06;KG
792260;895009;695159;Component 695159;3.06;KG
792261;895009;99002050;Component 99002050;715.02;L
792262;895025;613649;Component 613649;40.80;KG
792263;895025;619084;Component 619084;2.06;KG
792264;895025;627835;Component 627835;208.00;G
792265;895025;627944;Component 627944;4.12;KG
792266;895025;631001;Component 631001;5.15;KG
792267;895025;631041;Component 631041;10.30;KG
792268;895025;695151;Component 695151;71.40;KG
792269;895025;633371;Component 633371;244.80;KG
792270;895025;633630;Component 633630;102.00;KG
792271;895025;634615;Component 634615;102.00;KG
792272;895025;634697;Component 634697;1.02;KG
792273;895025;638645;Component 638645;81.60;KG
792274;895025;638698;Component 638698;81.60;KG
792275;895025;645088;Component 645088;20.40;KG
792276;895025;645611;Component 645611;119.95;KG
792277;895025;645697;Component 645697;0.20;KG
792278;895025;648698;Component 648698;51.00;KG
792279;895025;685643;Component 685643;20.40;KG
792280;895025;695011;Component 695011;10.30;KG
792281;895025;695012;Component 695012;51.00;KG
792282;895026;608290;Component 608290;142.80;KG
792283;895026;627831;Component 627831;10.20;G
792284;895026;644262;Component 644262;1.02;KG
792285;895026;630215;Component 630215;20.40;KG
792286;895026;631001;Component 631001;5.10;KG
792287;895026;631041;Component 631041;10.20;KG
792288;895026;633630;Component 633630;102.00;KG
792289;895026;633672;Component 633672;91.80;KG
792290;895026;634697;Component 634697;1.02;KG
792291;895026;638645;Component 638645;71.40;KG
792292;895026;638646;Component 638646;40.80;KG
792293;895026;638647;Component 638647;183.60;KG
792294;895026;638698;Component 638698;71.40;KG
792295;895026;645088;Component 645088;20.40;KG
792296;895026;645611;Component 645611;232.34;KG
792297;895026;645697;Component 645697;0.20;KG
792298;895026;685643;Component 685643;20.40;KG
792299;895026;695009;Component 695009;5.10;KG
792300;895027;608290;Component 608290;142.80;KG
792301;895027;630215;Component 630215;20.40;KG
792302;895027;631001;Component 631001;5.10;KG
792303;895027;631041;Component 631041;10.20;KG
792304;895027;633630;Component 633630;102.00;KG
792305;895027;633672;Component 633672;91.80;KG
792306;895027;634697;Component 634697;1.02;KG
792307;895027;638645;Component 638645;81.60;KG
792308;895027;638646;Component 638646;40.80;KG
792309;895027;638647;Component 638647;183.60;KG
792310;895027;638698;Component 638698;71.40;KG
792311;895027;645088;Component 645088;20.40;KG
792312;895027;645611;Component 645611;225.21;KG
792313;895027;645697;Component 645697;0.20;KG
792314;895027;685643;Component 685643;20.40;KG
792315;895027;695010;Component 695010;3.06;KG
792316;895029;601662;Component 601662;51.00;KG
792317;895029;602173;Component 602173;2.44;KG
792318;895029;605444;Component 605444;0.81;KG
792319;895029;608631;Component 608631;1.53;KG
792320;895029;610210;Component 610210;40.80;KG
792321;895029;610262;Component 610262;459.00;KG
792322;895029;612041;Component 612041;2.55;KG
792323;895029;619084;Component 619084;10.20;KG
792324;895029;644358;Component 644358;9.18;KG
792325;895029;644359;Component 644359;2.04;KG
792326;895029;695033;Component 695033;20.40;KG
792327;895029;695034;Component 695034;4.89;KG
792328;895029;645689;Component 645689;81.60;KG
792329;895029;645690;Component 645690;81.60;KG
792330;895029;99002050;Component 99002050;251.94;L
792331;895030;602173;Component 602173;2.75;KG
792332;895030;605444;Component 605444;0.81;KG
792333;895030;608631;Component 608631;2.04;KG
792334;895030;610262;Component 610262;459.00;KG
792335;895030;612041;Component 612041;2.65;KG
792336;895030;629402;Component 629402;20.40;G
792337;895030;631041;Component 631041;5.61;KG
792338;895030;641779;Component 641779;6.83;KG
792339;895030;660247;Component 660247;61.20;KG
792340;895030;695005;Component 695005;15.30;KG
792341;895030;695033;Component 695033;20.40;KG
792342;895030;695034;Component 695034;7.95;KG
792343;895030;645689;Component 645689;153.00;KG
792344;895030;645690;Component 645690;61.20;KG
792345;895030;99002050;Component 99002050;221.21;L
792346;895041;602173;Component 602173;2.44;KG
792347;895041;605444;Component 605444;0.81;KG
792348;895041;608631;Component 608631;2.04;KG
792349;895041;610210;Component 610210;30.60;KG
792350;895041;610262;Component 610262;465.73;KG
792351;895041;612041;Component 612041;2.44;KG
792352;895041;629402;Component 629402;5.10;G
792353;895041;631041;Component 631041;5.61;KG
792354;895041;641779;Component 641779;6.83;KG
792355;895041;660247;Component 660247;61.20;KG
792356;895041;695033;Component 695033;16.32;KG
792357;895041;695034;Component 695034;8.16;KG
792358;895041;695035;Component 695035;10.20;KG
792359;895041;695036;Component 695036;4.08;KG
792360;895041;629004;Component 629004;3.06;G
792361;895041;695138;Component 695138;12.24;KG
792362;895041;645689;Component 645689;153.00;KG
792363;895041;645690;Component 645690;43.35;KG
792364;895041;99002050;Component 99002050;194.91;L
792365;895042;602201;Component 602201;10.20;KG
792366;895042;631041;Component 631041;5.10;KG
792367;895042;645611;Component 645611;40.80;KG
792368;895042;648696;Component 648696;40.80;KG
792369;895042;660247;Component 660247;43.86;KG
792370;895042;695002;Component 695002;112.20;KG
792371;895042;695003;Component 695003;4.59;KG
792372;895042;695039;Component 695039;0.81;KG
792373;895042;99002050;Component 99002050;761.64;L
792374;895043;610162;Component 610162;40.80;KG
792375;895043;610443;Component 610443;0.31;KG
792376;895043;630256;Component 630256;30.60;KG
792377;895043;631041;Component 631041;10.20;KG
792378;895043;633341;Component 633341;10.20;KG
792379;895043;633562;Component 633562;5.10;KG
792380;895043;634668;Component 634668;7.14;KG
792381;895043;645098;Component 645098;40.80;KG
792382;895043;645612;Component 645612;56.10;KG
792383;895043;645688;Component 645688;0.31;KG
792384;895043;660247;Component 660247;43.86;KG
792385;895043;684611;Component 684611;20.40;KG
792386;895043;695038;Component 695038;4.08;KG
792387;895043;99002050;Component 99002050;750.10;L
792388;895047;608290;Component 608290;142.80;KG
792389;895047;630215;Component 630215;20.40;KG
792390;895047;631001;Component 631001;5.10;KG
792391;895047;631041;Component 631041;10.20;KG
792392;895047;633630;Component 633630;102.00;KG
792393;895047;633672;Component 633672;91.80;KG
792394;895047;634697;Component 634697;1.02;KG
792395;895047;638645;Component 638645;81.60;KG
792396;895047;638646;Component 638646;40.80;KG
792397;895047;638647;Component 638647;183.60;KG
792398;895047;638698;Component 638698;61.20;KG
792399;895047;645088;Component 645088;45.90;KG
792400;895047;645611;Component 645611;182.89;KG
792401;895047;645697;Component 645697;0.21;KG
792402;895047;648695;Component 648695;20.40;KG
792403;895047;685644;Component 685644;15.30;KG
792404;895047;695051;Component 695051;12.24;KG
792405;895047;695053;Component 695053;2.75;KG
792406;895048;613649;Component 613649;51.00;KG
792407;895048;627944;Component 627944;3.06;KG
792408;895048;631001;Component 631001;5.10;KG
792409;895048;631041;Component 631041;10.20;KG
792410;895048;695151;Component 695151;71.40;KG
792411;895048;633371;Component 633371;214.20;KG
792412;895048;633630;Component 633630;112.20;KG
792413;895048;634615;Component 634615;102.00;KG
792414;895048;634697;Component 634697;1.02;KG
792415;895048;638645;Component 638645;102.00;KG
792416;895048;638698;Component 638698;91.80;KG
792417;895048;645088;Component 645088;20.40;KG
792418;895048;645611;Component 645611;80.38;KG
792419;895048;645697;Component 645697;0.21;KG
792420;895048;648698;Component 648698;61.20;KG
792421;895048;685643;Component 685643;20.40;KG
792422;895048;695012;Component 695012;51.00;KG
792423;895048;695052;Component 695052;12.24;KG
792424;895048;695054;Component 695054;10.35;KG
792425;895063;608290;Component 608290;142.80;KG
792426;895063;630215;Component 630215;20.40;KG
792427;895063;631001;Component 631001;5.10;KG
792428;895063;631041;Component 631041;10.20;KG
792429;895063;633630;Component 633630;102.00;KG
792430;895063;633672;Component 633672;91.80;KG
792431;895063;634697;Component 634697;1.02;KG
792432;895063;638645;Component 638645;81.60;KG
792433;895063;638646;Component 638646;40.80;KG
792434;895063;638647;Component 638647;183.60;KG
792435;895063;638698;Component 638698;71.40;KG
792436;895063;645088;Component 645088;20.40;KG
792437;895063;645611;Component 645611;206.33;KG
792438;895063;645697;Component 645697;0.20;KG
792439;895063;685643;Component 685643;20.40;KG
792440;895063;695067;Component 695067;11.22;KG
792441;895063;695068;Component 695068;10.20;KG
792442;895063;695069;Component 695069;0.31;KG
792443;895063;695070;Component 695070;0.25;KG
792444;895065;610166;Component 610166;30.60;KG
792445;895065;633562;Component 633562;5.10;KG
792446;895065;633672;Component 633672;30.60;KG
792447;895065;634668;Component 634668;7.14;KG
792448;895065;645098;Component 645098;40.80;KG
792449;895065;645680;Component 645680;20.40;KG
792450;895065;660247;Component 660247;51.00;KG
792451;895065;684611;Component 684611;40.80;KG
792452;895065;695072;Component 695072;2.55;KG
792453;895065;99002050;Component 99002050;791.01;L
792454;895070;607350;Component 607350;20.40;KG
792455;895070;629402;Component 629402;20.40;G
792456;895070;660048;Component 660048;40.80;KG
792457;895070;695079;Component 695079;122.40;KG
792458;895070;695080;Component 695080;19.38;KG
792459;895070;695081;Component 695081;3.06;KG
792460;895070;695084;Component 695084;51.00;KG
792461;895070;695090;Component 695090;0.03;KG
792462;895070;99002050;Component 99002050;762.90;L
792463;895071;607350;Component 607350;20.40;KG
792464;895071;660048;Component 660048;40.80;KG
792465;895071;695079;Component 695079;122.40;KG
792466;895071;695080;Component 695080;19.38;KG
792467;895071;695081;Component 695081;3.06;KG
792468;895071;695085;Component 695085;51.00;KG
792469;895071;695109;Component 695109;35.70;G
792470;895071;99002050;Component 99002050;762.92;L
792471;895073;610443;Component 610443;1.02;KG
792472;895073;630215;Component 630215;10.20;KG
792473;895073;634615;Component 634615;40.80;KG
792474;895073;638608;Component 638608;2.04;KG
792475;895073;641779;Component 641779;2.04;KG
792476;895073;645098;Component 645098;81.60;KG
792477;895073;645688;Component 645688;1.12;KG
792478;895073;660247;Component 660247;91.80;KG
792479;895073;684611;Component 684611;38.76;KG
792480;895073;695039;Component 695039;1.02;KG
792481;895073;695092;Component 695092;30.60;KG
792482;895073;695093;Component 695093;5.10;KG
792483;895073;99002050;Component 99002050;713.89;L
792484;895074;610443;Component 610443;1.02;KG
792485;895074;627832;Component 627832;6.12;G
792486;895074;630256;Component 630256;61.20;KG
792487;895074;633341;Component 633341;20.40;KG
792488;895074;633562;Component 633562;5.10;KG
792489;895074;634668;Component 634668;7.14;KG
792490;895074;645088;Component 645088;15.30;KG
792491;895074;645098;Component 645098;40.80;KG
792492;895074;645688;Component 645688;1.02;KG
792493;895074;648695;Component 648695;10.20;KG
792494;895074;660247;Component 660247;51.00;KG
792495;895074;684611;Component 684611;30.60;KG
792496;895074;695102;Component 695102;2.55;KG
792497;895074;695103;Component 695103;10.40;KG
792498;895074;695104;Component 695104;10.40;KG
792499;895074;99002050;Component 99002050;753.27;L
792500;895075;608636;Component 608636;2.04;KG
792501;895075;610443;Component 610443;0.81;KG
792502;895075;627832;Component 627832;6.12;G
792503;895075;630256;Component 630256;40.80;KG
792504;895075;633341;Component 633341;20.40;KG
792505;895075;633562;Component 633562;5.10;KG
792506;895075;634668;Component 634668;7.14;KG
792507;895075;634697;Component 634697;1.02;KG
792508;895075;645088;Component 645088;15.30;KG
792509;895075;645098;Component 645098;40.80;KG
792510;895075;645688;Component 645688;0.81;KG
792511;895075;648695;Component 648695;10.20;KG
792512;895075;660247;Component 660247;51.00;KG
792513;895075;684611;Component 684611;30.60;KG
792514;895075;695102;Component 695102;2.55;KG
792515;895075;695103;Component 695103;10.20;KG
792516;895075;695105;Component 695105;61.20;KG
792517;895075;695106;Component 695106;5.10;KG
792518;895075;99002050;Component 99002050;714.91;L
792519;895076;607266;Component 607266;33.96;KG
792520;895076;608636;Component 608636;1.02;KG
792521;895076;610174;Component 610174;12.24;KG
792522;895076;610443;Component 610443;15.30;KG
792523;895076;627832;Component 627832;4.08;G
792524;895076;634697;Component 634697;1.02;KG
792525;895076;645612;Component 645612;153.00;KG
792526;895076;695102;Component 695102;3.06;KG
792527;895076;99002050;Component 99002050;800.39;L
792528;895077;627802;Component 627802;0.35;G
792529;895077;645000;Component 645000;51.00;KG
792530;895077;645006;Component 645006;20.40;KG
792531;895077;645400;Component 645400;0.20;KG
792532;895077;645685;Component 645685;0.20;KG
792533;895077;660247;Component 660247;51.00;KG
792534;895077;685696;Component 685696;0.08;KG
792535;895077;695013;Component 695013;10.20;KG
792536;895077;695102;Component 695102;1.02;KG
792537;895077;99002050;Component 99002050;885.89;L
792538;895078;631001;Component 631001;5.15;KG
792539;895078;631041;Component 631041;10.30;KG
792540;895078;633371;Component 633371;40.80;KG
792541;895078;633672;Component 633672;402.90;KG
792542;895078;634615;Component 634615;30.60;KG
792543;895078;634697;Component 634697;1.02;KG
792544;895078;645088;Component 645088;10.20;KG
792545;895078;648695;Component 648695;15.30;KG
792546;895078;638698;Component 638698;205.93;KG
792547;895078;695098;Component 695098;10.30;KG
792548;895078;695100;Component 695100;30.60;KG
792549;895078;695101;Component 695101;10.40;KG
792550;895078;645611;Component 645611;152.49;KG
792551;895078;633630;Component 633630;31.31;KG
792552;895078;60005871;Component 60005871;22.33;KG
792553;895078;638645;Component 638645;22.33;KG
792554;895078;610174;Component 610174;8.97;KG
792555;895078;60005872;Component 60005872;8.97;KG
792556;895078;695195;Component 695195;0.51;KG
792557;895079;633371;Component 633371;40.80;KG
792558;895079;645697;Component 645697;0.20;KG
792559;895079;634615;Component 634615;30.60;KG
792560;895079;634697;Component 634697;1.02;KG
792561;895079;645088;Component 645088;15.30;KG
792562;895079;648695;Component 648695;10.20;KG
792563;895079;695069;Component 695069;1.66;KG
792564;895079;633672;Component 633672;403.81;KG
792565;895079;695095;Component 695095;51.50;KG
792566;895079;695097;Component 695097;12.36;KG
792567;895079;638698;Component 638698;206.44;KG
792568;895079;645611;Component 645611;152.49;KG
792569;895079;633630;Component 633630;31.41;KG
792570;895079;638645;Component 638645;22.44;KG
792571;895079;60005871;Component 60005871;22.44;KG
792572;895079;610174;Component 610174;8.97;KG
792573;895079;60005872;Component 60005872;8.97;KG
792574;895080;631001;Component 631001;5.15;KG
792575;895080;631041;Component 631041;10.30;KG
792576;895080;633371;Component 633371;30.60;KG
792577;895080;633672;Component 633672;416.77;KG
792578;895080;634615;Component 634615;40.80;KG
792579;895080;634697;Component 634697;1.02;KG
792580;895080;645088;Component 645088;10.20;KG
792581;895080;648695;Component 648695;15.30;KG
792582;895080;695069;Component 695069;0.41;KG
792583;895080;645611;Component 645611;129.54;KG
792584;895080;695099;Component 695099;3.12;KG
792585;895080;695108;Component 695108;10.20;KG
